cart_item_id,cart_id,product_id,quantity
3521,2603,3733,4
3522,929,3473,4
3523,2710,316,1
3524,2697,710,2
3525,1788,4528,1
3526,3297,1171,3
3527,2900,69,2
3528,1392,3437,4
3529,4033,227,3
3530,4881,4515,1
3531,4493,1542,4
3532,4011,3530,5
3533,1937,938,3
3534,3777,4522,5
3535,1565,4832,3
3536,1930,1492,3
3537,4028,2068,5
3538,91,672,5
3539,3198,937,4
3540,1301,1938,4
3541,4241,201,5
3542,4764,3322,2
3543,2581,72,3
3544,4739,1887,5
3545,4352,540,5
3546,769,2720,5
3547,714,671,5
3548,1951,1257,1
3549,1546,4661,4
3550,50,2647,4
3551,710,1628,3
3552,4030,4975,2
3553,1193,2995,2
3554,4133,1025,2
3555,4835,1755,2
3556,1387,1222,3
3557,4877,794,1
3558,1919,4893,2
3559,1861,3078,1
3560,1865,741,5
3561,4655,1311,2
3562,4954,4060,4
3563,2526,1590,4
3564,1967,369,1
3565,3690,2771,3
3566,3328,4251,3
3567,4675,1883,5
3568,1195,2941,2
3569,4557,279,1
3570,4134,2624,3
3571,3264,4022,3
3572,61,4679,5
3573,900,2461,1
3574,2486,1561,2
3575,2390,1927,3
3576,1137,2401,1
3577,2559,3506,1
3578,2410,1917,1
3579,3827,4600,2
3580,3754,2787,2
3581,3998,1776,5
3582,2855,3277,1
3583,200,4737,5
3584,1715,4744,2
3585,3827,564,4
3586,4933,1689,2
3587,158,1196,4
3588,302,2063,2
3589,4072,4971,4
3590,286,1603,2
3591,2831,1333,3
3592,84,4254,1
3593,1113,2037,5
3594,2193,4904,3
3595,4752,3629,5
3596,3522,1151,3
3597,1284,1948,1
3598,2932,4958,5
3599,4619,2074,5
3600,1313,4867,3
3601,1403,504,4
3602,622,3670,2
3603,4435,2291,3
3604,3554,1329,1
3605,3346,2266,5
3606,1696,4490,2
3607,373,54,2
3608,1760,2512,5
3609,858,3046,3
3610,2379,4900,4
3611,4533,279,1
3612,4666,622,4
3613,1223,4394,1
3614,2579,1521,3
3615,2929,2597,1
3616,2423,1911,2
3617,2049,2897,1
3618,1887,1515,4
3619,1394,4388,3
3620,2446,2596,4
3621,1904,887,2
3622,1632,190,3
3623,4034,552,1
3624,1862,803,5
3625,3971,1223,4
3626,1200,133,2
3627,3361,4374,4
3628,845,1161,1
3629,4703,4533,4
3630,4513,4169,4
3631,2518,4543,1
3632,3634,308,1
3633,774,743,5
3634,584,881,3
3635,78,1964,3
3636,2815,1749,1
3637,876,1519,4
3638,3269,4297,4
3639,4001,3541,2
3640,3352,1586,3
3641,2198,1365,3
3642,4354,4945,1
3643,4376,1127,1
3644,2355,1438,1
3645,4335,1310,4
3646,92,1818,1
3647,3338,60,4
3648,4639,933,5
3649,2365,4474,5
3650,4540,2898,1
3651,1738,3529,1
3652,2242,5,4
3653,2078,1191,2
3654,3354,4516,3
3655,356,2210,4
3656,2058,492,4
3657,3672,3997,2
3658,1606,3308,3
3659,4386,1220,5
3660,2762,3816,5
3661,1278,4010,4
3662,28,4384,1
3663,3387,972,2
3664,91,4689,2
3665,3627,3125,4
3666,2539,3934,4
3667,1141,4753,5
3668,4911,634,5
3669,1497,2212,2
3670,4442,4532,4
3671,4148,3272,1
3672,387,1355,4
3673,4577,1258,2
3674,2246,1441,5
3675,917,4510,1
3676,1441,2133,4
3677,920,4049,4
3678,2715,108,2
3679,226,2272,4
3680,4324,4344,5
3681,1937,3171,2
3682,4950,923,3
3683,1489,2805,5
3684,1603,4758,2
3685,3579,3846,2
3686,243,1798,5
3687,1405,4707,5
3688,1912,65,3
3689,2954,3155,3
3690,754,1620,5
3691,1027,4177,4
3692,4326,3112,2
3693,453,2290,2
3694,3747,752,5
3695,4999,4919,1
3696,3668,2829,5
3697,2107,3024,5
3698,2995,125,3
3699,556,2136,5
3700,1599,4380,1
3701,2884,3041,5
3702,729,2185,5
3703,4943,3675,1
3704,2341,2424,3
3705,4154,2141,1
3706,2537,4591,3
3707,2261,4145,2
3708,469,537,1
3709,4266,1907,1
3710,4893,198,1
3711,4541,738,1
3712,2201,4528,1
3713,3580,1409,5
3714,2944,1570,2
3715,1474,3804,3
3716,3990,3217,2
3717,3672,3071,5
3718,4492,136,3
3719,2815,4821,5
3720,3475,77,5
3721,3568,3494,2
3722,2300,4557,4
3723,863,4883,3
3724,3504,1810,2
3725,4316,1106,5
3726,4311,1675,4
3727,2612,3187,5
3728,2316,3509,4
3729,253,1782,2
3730,2257,2387,3
3731,322,4339,1
3732,4534,4253,1
3733,161,397,2
3734,1885,2247,3
3735,4198,4826,2
3736,1059,2039,3
3737,130,299,4
3738,111,885,5
3739,3821,1533,2
3740,4376,4217,3
3741,105,3700,4
3742,4674,2190,5
3743,103,975,2
3744,836,2073,1
3745,4597,2296,4
3746,4365,224,2
3747,2911,2040,2
3748,3459,2496,1
3749,1169,3896,3
3750,2119,3108,4
3751,535,1022,2
3752,1519,3139,2
3753,3885,564,3
3754,68,3592,2
3755,17,4079,1
3756,627,2096,4
3757,1109,514,4
3758,2815,1799,2
3759,1580,2954,2
3760,1072,2968,3
3761,3505,1341,3
3762,2631,3555,4
3763,437,1490,3
3764,1537,4907,5
3765,3437,1867,1
3766,1673,717,4
3767,2164,1344,1
3768,3466,425,4
3769,100,1171,1
3770,4159,465,1
3771,2035,1946,3
3772,1640,4932,5
3773,2239,3509,3
3774,188,2967,3
3775,1067,2330,3
3776,2157,576,1
3777,4666,1950,2
3778,2054,4411,2
3779,1546,4091,1
3780,3316,4846,4
3781,147,1811,2
3782,71,1577,2
3783,941,608,4
3784,3039,2445,4
3785,4900,461,3
3786,2530,4510,5
3787,2667,2537,1
3788,4151,483,2
3789,1509,4705,5
3790,1940,4875,4
3791,4731,4281,4
3792,4054,1467,2
3793,17,3674,2
3794,4673,1887,5
3795,435,141,2
3796,3657,4772,5
3797,3489,4462,2
3798,4165,106,3
3799,662,4251,1
3800,947,4594,4
3801,3912,4923,1
3802,2988,826,4
3803,4621,1555,2
3804,2164,115,5
3805,1488,891,3
3806,323,1145,1
3807,4503,3012,5
3808,3546,2597,1
3809,196,4041,4
3810,436,3320,5
3811,614,3770,4
3812,2631,4892,2
3813,3724,2999,4
3814,4535,4648,1
3815,3466,2179,5
3816,4424,1463,4
3817,343,705,5
3818,3665,2104,2
3819,2826,1233,5
3820,945,4429,3
3821,2250,4571,1
3822,2918,736,5
3823,2888,3805,5
3824,312,489,4
3825,2522,1821,5
3826,3155,4765,2
3827,603,3095,4
3828,3241,4058,1
3829,4888,600,1
3830,2450,4852,3
3831,840,4576,1
3832,4010,815,5
3833,4251,1314,2
3834,368,1249,1
3835,1845,681,4
3836,2036,2254,4
3837,2813,234,4
3838,3173,3251,5
3839,1835,556,2
3840,4306,2476,2
3841,499,2472,2
3842,3542,2198,2
3843,1966,3211,5
3844,749,2557,5
3845,2484,2664,4
3846,241,2481,1
3847,2952,4864,1
3848,492,2119,1
3849,3241,3747,4
3850,3499,3633,5
3851,4635,1921,3
3852,4902,2330,5
3853,2618,4623,3
3854,1905,2196,5
3855,2982,2775,2
3856,492,3446,4
3857,969,2134,1
3858,1924,2826,5
3859,1180,784,4
3860,4340,1421,1
3861,3524,3109,2
3862,4135,3880,5
3863,3356,2814,2
3864,1260,3084,5
3865,268,3044,1
3866,1308,922,5
3867,1020,803,4
3868,4802,4808,5
3869,2708,106,4
3870,4260,4292,1
3871,2149,1415,2
3872,2687,4515,2
3873,1156,903,1
3874,778,146,2
3875,1245,4229,1
3876,2096,3738,4
3877,351,217,5
3878,3452,1458,1
3879,472,427,4
3880,1657,3218,5
3881,4962,2039,3
3882,1214,1891,5
3883,3959,3824,1
3884,3978,540,4
3885,3776,1462,2
3886,182,1783,5
3887,2790,1316,3
3888,1491,3907,3
3889,4438,2815,5
3890,3915,3892,4
3891,1302,4807,4
3892,3427,4085,3
3893,4929,926,2
3894,377,3617,5
3895,4620,3078,1
3896,1499,444,4
3897,3761,4789,5
3898,773,4413,3
3899,2302,882,2
3900,3019,3519,3
3901,240,232,5
3902,4620,901,3
3903,2555,3408,2
3904,4040,1193,1
3905,2832,2474,4
3906,1846,3838,1
3907,3436,1111,3
3908,4820,1235,1
3909,2974,1403,2
3910,2353,1922,4
3911,3525,1735,4
3912,2221,2282,2
3913,3607,3382,2
3914,3331,3188,5
3915,3543,4679,3
3916,4804,541,4
3917,709,4006,2
3918,1326,1004,4
3919,4327,1193,5
3920,4,2817,5
3921,3890,2121,2
3922,669,4412,1
3923,3070,2320,2
3924,3659,1402,3
3925,3742,2007,2
3926,4311,229,5
3927,3376,2152,2
3928,3589,4489,2
3929,2460,3650,2
3930,1593,3836,4
3931,3257,3204,1
3932,1921,4223,2
3933,1804,1834,1
3934,2264,1036,5
3935,1110,3214,3
3936,2403,1808,3
3937,2048,2838,3
3938,1333,501,2
3939,2694,782,2
3940,2562,3304,5
3941,1204,4451,3
3942,1889,696,5
3943,2709,2489,3
3944,3898,2430,5
3945,42,916,3
3946,4736,674,5
3947,4939,1707,1
3948,2440,113,1
3949,673,3536,2
3950,789,3438,1
3951,934,221,4
3952,4242,531,1
3953,2447,1553,4
3954,4784,367,4
3955,4482,2041,3
3956,4648,3457,1
3957,2335,1792,4
3958,1361,3113,2
3959,1489,1896,5
3960,1840,3467,2
3961,4968,3609,2
3962,2057,1292,1
3963,4768,2934,2
3964,3840,3645,4
3965,893,3180,3
3966,4760,93,2
3967,1732,4641,3
3968,3526,3259,2
3969,4039,4173,2
3970,21,550,3
3971,2111,4142,2
3972,3324,2494,4
3973,1263,2843,3
3974,1273,3644,2
3975,2430,3986,3
3976,4005,4551,3
3977,434,3059,4
3978,1534,1840,3
3979,849,4929,5
3980,2798,4791,5
3981,1522,409,4
3982,1049,2257,2
3983,4317,3840,3
3984,1897,398,4
3985,2536,1866,5
3986,2064,292,1
3987,1268,3478,5
3988,2186,3134,5
3989,1961,2442,5
3990,11,461,4
3991,4988,3788,1
3992,1041,205,4
3993,3440,286,4
3994,2253,854,4
3995,4697,4296,2
3996,4515,3237,4
3997,2459,3655,5
3998,1954,1342,2
3999,4969,1636,5
4000,4797,2063,5
4001,593,4135,1
4002,2641,4070,4
4003,547,2885,2
4004,2412,4255,2
4005,4448,670,2
4006,1897,2720,2
4007,4997,1987,3
4008,2335,1791,4
4009,1184,554,2
4010,433,934,2
4011,2064,3924,5
4012,4143,2050,4
4013,2682,4340,5
4014,1549,685,1
4015,1001,2907,3
4016,3255,3004,3
4017,2082,2811,2
4018,4434,3051,3
4019,2745,2412,4
4020,4843,213,2
4021,2005,4653,5
4022,467,2056,1
4023,2161,4614,2
4024,234,4583,2
4025,4285,2219,2
4026,3846,4251,2
4027,3314,801,2
4028,547,859,3
4029,1222,4154,2
4030,2282,1723,4
4031,3565,1600,3
4032,4626,4985,5
4033,3492,2052,4
4034,4248,1274,4
4035,3259,4564,5
4036,4237,3653,4
4037,3760,4934,5
4038,4142,4184,4
4039,2958,3651,3
4040,4893,2995,4
4041,4349,1777,4
4042,3556,1476,2
4043,4237,4121,1
4044,4616,667,1
4045,1801,771,2
4046,3910,4519,2
4047,2696,28,3
4048,1452,4598,2
4049,3202,3956,4
4050,4707,3903,4
4051,1923,1919,3
4052,1050,1766,2
4053,522,835,3
4054,3493,333,5
4055,697,4162,5
4056,2063,1353,1
4057,4978,2619,4
4058,4272,352,4
4059,2516,4640,2
4060,2490,1360,5
4061,3230,3757,1
4062,553,407,2
4063,4563,2717,4
4064,936,2887,3
4065,1042,1194,1
4066,532,3711,2
4067,1457,209,2
4068,986,1282,5
4069,1996,660,5
4070,1584,3610,3
4071,1583,4706,4
4072,4905,4061,3
4073,2900,967,3
4074,264,4877,4
4075,2595,4934,4
4076,3218,338,1
4077,3452,1093,2
4078,4642,1686,2
4079,2363,3328,1
4080,4909,3407,2
4081,2430,3282,5
4082,224,3572,3
4083,2299,2296,5
4084,1833,4069,5
4085,3213,1003,4
4086,901,21,3
4087,1362,1912,1
4088,878,4608,5
4089,4474,1458,1
4090,855,4627,4
4091,676,1434,2
4092,366,3761,4
4093,3896,4909,3
4094,4719,4773,1
4095,1877,4943,1
4096,2782,2244,1
4097,1511,947,3
4098,1467,3644,1
4099,4128,3294,2
4100,1812,2815,5
4101,3273,2490,5
4102,172,1102,4
4103,4812,1288,1
4104,925,3417,1
4105,3465,2147,1
4106,2827,2570,4
4107,453,3568,5
4108,2365,2733,4
4109,4828,867,2
4110,1789,1901,3
4111,624,4189,4
4112,2598,3156,2
4113,1269,799,1
4114,4593,683,4
4115,3424,812,4
4116,4977,3362,5
4117,2829,3234,5
4118,841,1755,4
4119,3592,1951,4
4120,1253,2302,2
4121,4955,456,4
4122,4322,4022,4
4123,2020,1823,1
4124,1762,452,4
4125,2048,2145,2
4126,3546,3629,2
4127,1183,2952,4
4128,4997,452,4
4129,1249,4094,1
4130,1141,4908,4
4131,4792,2084,5
4132,1432,2534,5
4133,1806,1632,5
4134,4769,1364,2
4135,4033,737,4
4136,1325,3212,3
4137,4092,2057,2
4138,4445,245,5
4139,3847,1574,1
4140,2398,1306,3
4141,3876,4446,2
4142,4565,3967,2
4143,897,693,5
4144,4053,3925,4
4145,1046,780,2
4146,249,3936,3
4147,2789,1132,1
4148,3136,4410,3
4149,4678,2454,1
4150,1575,3487,1
4151,1086,2359,1
4152,1282,4168,3
4153,493,1476,2
4154,4502,4796,2
4155,4982,2032,1
4156,1910,1760,5
4157,4173,666,5
4158,1098,2741,1
4159,880,819,5
4160,4034,186,1
4161,4580,4837,3
4162,317,3214,4
4163,2888,4625,2
4164,2644,3050,3
4165,1650,3092,3
4166,624,1773,2
4167,1381,1134,1
4168,4841,4453,3
4169,2172,3459,5
4170,478,390,4
4171,4194,3933,1
4172,4212,1145,2
4173,3474,38,5
4174,1734,1541,5
4175,1383,4458,2
4176,4498,1440,2
4177,1532,3273,4
4178,1730,3457,3
4179,3686,4347,4
4180,3071,3398,3
4181,1183,1373,3
4182,905,2976,3
4183,4500,3694,1
4184,2009,1650,2
4185,3035,820,5
4186,1660,4405,4
4187,2042,2537,1
4188,3636,1739,5
4189,1669,338,3
4190,580,2457,4
4191,87,2910,1
4192,911,4466,5
4193,4902,2659,4
4194,3972,4020,5
4195,1232,4557,5
4196,1844,67,4
4197,2717,1534,2
4198,2514,4117,3
4199,1614,2826,2
4200,2581,3778,4
4201,1203,4747,5
4202,2050,2521,4
4203,522,852,2
4204,4978,2624,3
4205,3880,1830,4
4206,3808,586,2
4207,177,2723,3
4208,2549,3535,1
4209,737,1639,2
4210,3585,483,4
4211,4345,3392,5
4212,3110,1694,3
4213,2220,776,1
4214,1655,925,5
4215,3785,2123,1
4216,949,370,4
4217,3204,3127,3
4218,4349,3945,3
4219,3812,3357,5
4220,2439,1894,4
4221,623,2323,4
4222,707,4064,1
4223,4478,3503,2
4224,3149,1136,3
4225,3618,4079,2
4226,3814,410,1
4227,1914,2936,4
4228,675,3796,1
4229,4826,4468,4
4230,3987,735,2
4231,3234,242,3
4232,1032,1433,5
4233,4647,3975,2
4234,312,2510,4
4235,1527,1098,3
4236,3309,3189,5
4237,2677,2184,5
4238,4383,4879,5
4239,1515,1308,4
4240,3689,4942,4
4241,4492,4444,2
4242,3261,4711,3
4243,2733,4551,3
4244,392,3212,1
4245,356,3095,2
4246,2529,1857,5
4247,2395,100,5
4248,4423,3044,2
4249,4793,580,2
4250,3575,128,5
4251,2150,2494,1
4252,1852,4648,2
4253,4012,3933,4
4254,1032,2802,1
4255,1057,264,4
4256,1225,441,2
4257,4656,598,5
4258,2720,2192,5
4259,1880,46,4
4260,3122,2304,2
4261,3090,3865,2
4262,2774,2696,2
4263,3637,4152,4
4264,2094,2714,1
4265,965,3827,4
4266,4683,4845,3
4267,448,4230,2
4268,4370,4379,5
4269,102,4793,2
4270,1225,2374,2
4271,2223,4197,2
4272,571,2510,4
4273,2329,928,5
4274,3309,4186,4
4275,3085,4390,1
4276,3998,3408,4
4277,3841,1252,5
4278,2454,2968,1
4279,4192,4762,3
4280,91,1601,1
4281,1074,2775,4
4282,3401,4526,3
4283,436,3701,5
4284,1158,4331,4
4285,3001,4514,5
4286,1015,465,2
4287,3093,279,3
4288,3340,4476,2
4289,4889,2736,3
4290,4769,597,4
4291,527,1464,4
4292,2950,823,3
4293,2589,751,3
4294,4276,1199,2
4295,358,3420,3
4296,2855,4442,3
4297,2839,3287,2
4298,2622,2695,3
4299,2045,10,5
4300,74,68,2
4301,2349,3864,1
4302,1337,546,1
4303,4311,1477,2
4304,1011,3190,2
4305,2377,1146,4
4306,3271,1640,5
4307,1775,4601,1
4308,302,478,1
4309,680,541,1
4310,123,4045,3
4311,3587,201,4
4312,27,648,2
4313,1297,2735,4
4314,4069,4665,3
4315,668,2667,5
4316,3091,375,1
4317,2064,108,5
4318,3959,3129,3
4319,2277,338,3
4320,469,4988,2
4321,2292,2753,2
4322,56,3920,2
4323,4446,290,1
4324,1826,3735,3
4325,4213,2411,4
4326,302,907,5
4327,3857,4334,2
4328,4386,109,3
4329,2989,381,3
4330,4988,3609,5
4331,4343,3985,4
4332,1457,4964,2
4333,2079,2986,4
4334,1945,4978,2
4335,1842,1587,2
4336,1563,3512,2
4337,2549,3896,2
4338,155,25,4
4339,70,3277,5
4340,4589,2250,2
4341,2505,4464,1
4342,30,3769,4
4343,2024,1072,3
4344,4434,2353,1
4345,2324,1011,5
4346,4159,4533,1
4347,1924,1855,2
4348,3214,1456,5
4349,1181,1008,2
4350,2000,3128,4
4351,3876,541,4
4352,933,2684,2
4353,2084,1457,4
4354,465,4646,2
4355,250,4821,4
4356,4918,1404,1
4357,4218,1419,3
4358,1369,2653,4
4359,1382,1991,3
4360,4858,4255,1
4361,3108,2205,3
4362,1428,4339,1
4363,4220,4969,4
4364,971,4248,5
4365,4799,3003,2
4366,3254,2816,5
4367,988,795,2
4368,2720,2728,5
4369,2031,333,2
4370,1202,3553,4
4371,648,2823,1
4372,1028,3116,2
4373,977,2431,3
4374,237,3741,5
4375,997,3045,5
4376,1901,3247,2
4377,2860,4556,2
4378,3261,3855,2
4379,4379,4262,2
4380,207,3396,4
4381,4276,3512,5
4382,4602,2362,4
4383,2618,3755,5
4384,3457,4878,3
4385,4887,4001,3
4386,2495,2408,2
4387,3712,3421,5
4388,3851,2499,2
4389,2569,1893,3
4390,2269,1729,2
4391,1824,1160,4
4392,3881,3470,2
4393,2590,1095,2
4394,3838,1605,4
4395,1663,4598,4
4396,4282,1444,5
4397,961,1025,5
4398,2777,819,4
4399,1949,2067,2
4400,3114,1105,1
4401,1971,1082,3
4402,1111,789,1
4403,429,4359,2
4404,2578,194,5
4405,2019,2264,4
4406,528,3590,1
4407,4850,3894,2
4408,3516,4460,3
4409,2868,1489,4
4410,2871,3744,4
4411,4891,1063,3
4412,3439,992,1
4413,2007,2228,2
4414,2941,1983,1
4415,3353,3700,5
4416,1336,2463,1
4417,2440,173,2
4418,4997,3911,2
4419,4624,4358,1
4420,2001,4316,1
4421,3409,2947,3
4422,478,53,1
4423,3228,4147,5
4424,2770,3829,4
4425,1600,4627,4
4426,4422,4086,4
4427,1522,3808,4
4428,2499,1308,3
4429,1218,878,3
4430,2939,2556,1
4431,2608,4564,1
4432,1727,1972,3
4433,649,3712,2
4434,2266,4867,1
4435,357,2186,2
4436,1881,1148,3
4437,4607,4252,2
4438,1698,3732,1
4439,530,1491,5
4440,484,3502,3
4441,85,340,4
4442,3277,1844,2
4443,1039,2612,1
4444,2570,4566,1
4445,4432,3676,4
4446,2135,2795,3
4447,1937,4632,2
4448,4330,4846,4
4449,1551,74,5
4450,1276,4956,4
4451,4113,4248,1
4452,2778,3577,3
4453,749,2053,4
4454,3651,4546,3
4455,4968,3899,4
4456,3780,3999,2
4457,4219,1561,4
4458,1286,4747,3
4459,2388,3271,1
4460,2144,2470,2
4461,1727,1930,5
4462,260,3540,1
4463,4986,4123,1
4464,1927,3644,2
4465,1283,909,3
4466,830,1112,2
4467,1176,2834,4
4468,3714,4237,5
4469,2304,139,1
4470,711,2375,1
4471,1088,4479,3
4472,3532,2626,4
4473,2652,2199,2
4474,2453,1998,1
4475,3615,4687,3
4476,4483,2757,3
4477,4233,1571,5
4478,423,4443,5
4479,1329,3324,4
4480,4972,826,4
4481,2454,2801,5
4482,1411,1842,3
4483,450,227,3
4484,1251,1489,5
4485,4529,3390,4
4486,1241,3510,1
4487,1468,998,4
4488,252,2759,5
4489,3267,8,1
4490,1934,2670,4
4491,389,2096,1
4492,4436,4259,5
4493,3512,1444,4
4494,4556,2856,3
4495,1206,307,3
4496,1728,461,5
4497,475,2254,3
4498,4444,645,1
4499,1386,4218,2
4500,4173,1067,1
4501,3548,4611,4
4502,235,3250,1
4503,875,2337,1
4504,4371,1228,1
4505,4954,625,3
4506,2183,3335,3
4507,603,2581,3
4508,2881,2547,3
4509,3107,4288,1
4510,3922,3400,4
4511,3749,2360,2
4512,104,1032,5
4513,1704,1236,1
4514,1126,3768,2
4515,3797,1334,5
4516,2735,3307,4
4517,4987,4655,4
4518,3597,4906,3
4519,2553,182,4
4520,697,3079,5
4521,2513,3522,5
4522,2911,185,2
4523,1160,4057,5
4524,2149,1477,3
4525,884,518,1
4526,2162,2890,2
4527,1715,406,4
4528,4935,3667,3
4529,3579,1038,2
4530,2650,1040,4
4531,607,3731,2
4532,2155,4416,3
4533,1944,679,3
4534,1073,3291,2
4535,1899,3370,4
4536,1758,2296,3
4537,3402,3008,4
4538,3640,2844,2
4539,3309,4884,3
4540,513,679,2
4541,1233,4084,1
4542,3114,3535,4
4543,3879,4827,3
4544,973,3132,1
4545,4629,2537,5
4546,4157,454,3
4547,1354,4692,5
4548,2626,1462,3
4549,3391,2490,2
4550,1594,4930,2
4551,4542,4567,4
4552,1322,261,5
4553,4966,875,1
4554,1686,1230,1
4555,662,4032,1
4556,4239,2936,3
4557,3239,2997,3
4558,1848,3602,1
4559,1066,1469,1
4560,3530,3320,5
4561,1006,814,2
4562,3387,178,4
4563,374,1766,4
4564,3518,4796,3
4565,3916,3850,2
4566,920,913,3
4567,2074,753,1
4568,1374,1161,4
4569,2856,2081,3
4570,3422,3673,3
4571,1961,530,4
4572,2415,484,1
4573,2317,3918,5
4574,45,4040,1
4575,4106,2695,2
4576,2727,551,2
4577,3513,466,4
4578,4177,3958,5
4579,149,1177,1
4580,66,1984,2
4581,4378,1965,4
4582,539,1215,5
4583,680,2614,3
4584,3299,1102,5
4585,2894,4213,1
4586,1316,2002,2
4587,4182,363,3
4588,4820,1570,4
4589,4245,4442,2
4590,187,3029,2
4591,1729,3236,1
4592,4566,2742,1
4593,721,1712,4
4594,3516,553,3
4595,4452,3248,2
4596,640,2212,4
4597,879,3036,3
4598,4531,4764,3
4599,118,3906,4
4600,1251,4172,2
4601,1332,2169,1
4602,4304,4745,2
4603,4099,1628,4
4604,3053,3075,5
4605,2457,3196,1
4606,3753,1035,1
4607,1410,3802,3
4608,4367,2508,5
4609,4112,3343,4
4610,2054,4949,2
4611,3508,4423,3
4612,4818,1158,2
4613,1040,1130,5
4614,4333,2397,1
4615,3239,2764,5
4616,3502,4667,4
4617,1282,3216,2
4618,3594,3250,1
4619,770,4257,4
4620,4522,4250,2
4621,2472,1133,3
4622,3621,1661,5
4623,2633,4744,5
4624,2542,1918,5
4625,1937,2458,5
4626,2688,2289,4
4627,3863,43,5
4628,3208,4184,2
4629,3294,3764,1
4630,3614,1434,5
4631,2372,1710,2
4632,1956,782,5
4633,4575,4027,1
4634,3554,4609,2
4635,3511,3406,3
4636,4376,727,3
4637,700,2103,3
4638,2915,1801,5
4639,809,2706,5
4640,740,2064,4
4641,2040,3662,5
4642,2462,4992,4
4643,2490,4992,2
4644,4759,1695,2
4645,469,4450,2
4646,4040,2840,4
4647,2883,2871,3
4648,3505,1535,5
4649,1030,3786,3
4650,4589,1843,3
4651,2913,4983,3
4652,2427,4714,3
4653,3028,2381,5
4654,4359,3588,5
4655,2346,1286,3
4656,4817,4573,1
4657,2101,1343,1
4658,4180,712,3
4659,4321,4478,4
4660,2565,1319,2
4661,4564,609,4
4662,1743,1208,4
4663,3821,4683,4
4664,2161,752,1
4665,3140,4300,3
4666,4980,4730,3
4667,4998,3844,3
4668,1941,1190,1
4669,4341,2986,3
4670,529,4612,2
4671,2237,357,4
4672,3608,372,1
4673,684,1344,1
4674,1073,4155,1
4675,848,3418,2
4676,589,3023,4
4677,4144,4298,5
4678,2742,3202,1
4679,2993,4037,3
4680,1190,3522,5
4681,1,4405,3
4682,867,3456,4
4683,1482,1793,1
4684,3787,658,1
4685,575,2821,5
4686,3706,3401,2
4687,3557,4422,2
4688,2390,1706,4
4689,2696,1778,5
4690,1489,4908,4
4691,435,3596,5
4692,198,2136,4
4693,2444,2285,3
4694,2261,4064,3
4695,1019,4206,3
4696,2341,623,1
4697,2599,4,4
4698,975,3035,3
4699,3512,2308,3
4700,303,4721,2
4701,286,1119,4
4702,3000,4811,5
4703,1145,4439,5
4704,4842,1313,2
4705,3922,837,3
4706,894,4195,4
4707,157,2731,2
4708,1919,1326,2
4709,2460,4215,2
4710,291,4216,2
4711,2218,1842,2
4712,1003,306,4
4713,2284,3684,4
4714,3102,116,3
4715,4162,4087,3
4716,3685,4693,1
4717,4232,1213,5
4718,4736,1012,4
4719,4775,2226,3
4720,1650,4872,1
4721,4522,1995,4
4722,2264,3360,5
4723,4280,3281,5
4724,4018,2432,2
4725,4243,2014,3
4726,1510,2512,4
4727,1159,2486,4
4728,1562,4078,1
4729,2305,1124,3
4730,2281,1457,2
4731,4989,4249,1
4732,518,1699,2
4733,2506,1322,4
4734,340,2095,4
4735,4221,3039,2
4736,2674,2535,3
4737,3191,32,2
4738,1825,1006,4
4739,4954,1125,1
4740,1251,3849,5
4741,557,2622,1
4742,3109,2506,1
4743,3618,2794,5
4744,4759,2695,2
4745,271,438,4
4746,949,1356,3
4747,2234,2584,2
4748,3764,2158,1
4749,4213,4384,5
4750,844,3129,2
4751,4132,1681,2
4752,1916,1413,5
4753,3258,1603,4
4754,545,2703,5
4755,3185,1544,5
4756,2219,831,5
4757,3923,2272,3
4758,1322,4875,3
4759,3248,3668,2
4760,2461,313,2
4761,1036,2626,5
4762,392,4445,4
4763,2649,2624,5
4764,2318,465,2
4765,1887,1363,5
4766,1567,4436,4
4767,3070,1715,3
4768,101,35,5
4769,4916,3292,3
4770,4556,4035,4
4771,3519,3413,2
4772,3004,4217,5
4773,116,2220,4
4774,2870,4774,2
4775,1037,1852,2
4776,2559,3367,2
4777,3663,1818,4
4778,4185,4667,3
4779,1010,3696,1
4780,2428,2719,4
4781,978,3896,4
4782,2959,3048,2
4783,1317,338,5
4784,4872,3791,5
4785,4139,2916,4
4786,232,4955,3
4787,4646,1128,3
4788,495,2695,1
4789,2808,1818,4
4790,2541,622,5
4791,1361,1141,1
4792,1921,3611,4
4793,2,913,1
4794,3797,4760,2
4795,4726,4583,4
4796,452,144,3
4797,726,2189,2
4798,2649,4130,5
4799,4255,3702,2
4800,2507,3003,5
4801,4945,2381,5
4802,4543,2642,3
4803,1531,4511,5
4804,2287,1650,2
4805,2446,3262,4
4806,3849,174,5
4807,3291,2734,4
4808,4732,2097,3
4809,2263,1662,4
4810,1991,4312,1
4811,3247,2276,1
4812,2093,4924,1
4813,3510,4820,4
4814,830,2160,5
4815,3298,210,3
4816,4778,1330,4
4817,2622,4817,5
4818,2981,1872,1
4819,3450,3725,5
4820,3190,1231,3
4821,3419,2110,5
4822,311,897,4
4823,2484,1223,3
4824,1157,1436,1
4825,2078,2618,1
4826,2390,623,1
4827,2557,938,4
4828,711,4027,5
4829,3878,3796,3
4830,860,2063,3
4831,507,372,5
4832,4115,2495,4
4833,3848,2179,3
4834,990,627,3
4835,2338,1165,3
4836,3687,3574,2
