cart_item_id,cart_id,customer_sk,product_sk,cart_date_key,quantity
4308,302,3867,478,20250405,1
4309,680,6287,541,20250913,1
4310,123,6076,4045,20250603,3
4311,3587,4198,201,20250218,4
4312,27,8088,648,20250425,2
4313,1297,6288,2735,20241204,4
4314,4069,787,4665,20250114,3
4315,668,8366,2667,20250330,5
4316,3091,1045,375,20250526,1
4317,2064,9218,108,20241218,5
4318,3959,1940,3129,20241026,3
4319,2277,5194,338,20250520,3
4320,469,7305,4988,20241127,2
4321,2292,155,2753,20250602,2
4322,56,3377,3920,20250823,2
4323,4446,9970,290,20241230,1
4324,1826,7602,3735,20250202,3
4325,4213,1469,2411,20250409,4
4326,302,3867,907,20250405,5
4327,3857,1153,4334,20250301,2
4328,4386,9268,109,20250708,3
4329,2989,89,381,20241111,3
4330,4988,3137,3609,20250411,5
4331,4343,9452,3985,20250726,4
4332,1457,8007,4964,20241031,2
4333,2079,7984,2986,20250427,4
4334,1945,2166,4978,20250608,2
4335,1842,6738,1587,20250211,2
4336,1563,670,3512,20250228,2
4337,2549,4433,3896,20250818,2
4338,155,162,25,20250108,4
4339,70,1519,3277,20250210,5
4340,4589,4641,2250,20250427,2
4341,2505,2174,4464,20250730,1
4342,30,7443,3769,20241215,4
4343,2024,3313,1072,20241226,3
4344,4434,2008,2353,20250405,1
4345,2324,4078,1011,20250503,5
4346,4159,6003,4533,20250221,1
4347,1924,1977,1855,20250607,2
4348,3214,1338,1456,20241002,5
4349,1181,188,1008,20250616,2
4350,2000,1638,3128,20250117,4
4351,3876,1383,541,20250907,4
4352,933,2062,2684,20241028,2
4353,2084,4835,1457,20250410,4
4354,465,4360,4646,20240929,2
4355,250,949,4821,20250223,4
4356,4918,2845,1404,20250703,1
4357,4218,1393,1419,20250312,3
4358,1369,2597,2653,20240919,4
4359,1382,3561,1991,20250628,3
4360,4858,2205,4255,20250401,1
4361,3108,8942,2205,20250425,3
4362,1428,1103,4339,20250128,1
4363,4220,7937,4969,20250718,4
4364,971,4910,4248,20250117,5
4365,4799,4681,3003,20250620,2
4366,3254,7062,2816,20250913,5
4367,988,6458,795,20241224,2
4368,2720,518,2728,20250807,5
4369,2031,5808,333,20250826,2
4370,1202,5151,3553,20250224,4
4371,648,600,2823,20250517,1
4372,1028,206,3116,20241003,2
4373,977,982,2431,20241218,3
4374,237,1090,3741,20250117,5
4375,997,3097,3045,20241217,5
4376,1901,3177,3247,20250817,2
4377,2860,7921,4556,20250418,2
4378,3261,7541,3855,20250611,2
4379,4379,4804,4262,20250404,2
4380,207,9672,3396,20250911,4
4381,4276,5577,3512,20250704,5
4382,4602,3503,2362,20240927,4
4383,2618,6780,3755,20241129,5
4384,3457,288,4878,20250517,3
4385,4887,1695,4001,20250110,3
4386,2495,2416,2408,20250402,2
4387,3712,971,3421,20250602,5
4388,3851,5004,2499,20241201,2
4389,2569,7539,1893,20241128,3
4390,2269,9971,1729,20241120,2
4391,1824,1229,1160,20250225,4
4392,3881,8288,3470,20241212,2
4393,2590,9133,1095,20250601,2
4394,3838,5546,1605,20250116,4
4395,1663,657,4598,20240929,4
4396,4282,6045,1444,20250529,5
4397,961,1871,1025,20241016,5
4398,2777,4409,819,20241011,4
4399,1949,8633,2067,20241111,2
4400,3114,1792,1105,20250703,1
4401,1971,459,1082,20250224,3
4402,1111,7294,789,20241101,1
4403,429,4749,4359,20250320,2
4404,2578,6858,194,20250213,5
4405,2019,4131,2264,20241120,4
4406,528,7472,3590,20241107,1
4407,4850,7901,3894,20250205,2
4408,3516,6925,4460,20250713,3
4409,2868,8624,1489,20250503,4
4410,2871,1750,3744,20241028,4
4411,4891,1212,1063,20241109,3
4412,3439,1125,992,20250131,1
4413,2007,275,2228,20250902,2
4414,2941,5813,1983,20241018,1
4415,3353,9732,3700,20250416,5
4416,1336,7307,2463,20240928,1
4417,2440,1959,173,20250308,2
4418,4997,7607,3911,20250906,2
4419,4624,8836,4358,20250611,1
4420,2001,915,4316,20241207,1
4421,3409,2253,2947,20250430,3
4422,478,2906,53,20250407,1
4423,3228,7698,4147,20250516,5
4424,2770,5061,3829,20241205,4
4425,1600,9312,4627,20241228,4
4426,4422,1448,4086,20250416,4
4427,1522,5220,3808,20250517,4
4428,2499,8487,1308,20250614,3
4429,1218,7298,878,20250811,3
4430,2939,1638,2556,20250702,1
4431,2608,2223,4564,20250517,1
4432,1727,2551,1972,20241116,3
4433,649,8119,3712,20241025,2
4434,2266,8074,4867,20250721,1
4435,357,5162,2186,20250813,2
4436,1881,4847,1148,20250808,3
4437,4607,9886,4252,20241223,2
4438,1698,8617,3732,20250812,1
4439,530,8229,1491,20250617,5
4440,484,1714,3502,20250220,3
4441,85,9000,340,20250818,4
4442,3277,2314,1844,20241011,2
4443,1039,1050,2612,20241019,1
4444,2570,9353,4566,20241024,1
4445,4432,851,3676,20250815,4
4446,2135,8297,2795,20250320,3
4447,1937,4892,4632,20250711,2
4448,4330,2647,4846,20240921,4
4449,1551,2833,74,20250805,5
4450,1276,6106,4956,20250216,4
4451,4113,4957,4248,20250723,1
4452,2778,4036,3577,20250724,3
4453,749,2369,2053,20250914,4
4454,3651,4910,4546,20241015,3
4455,4968,1282,3899,20241113,4
4456,3780,5418,3999,20241027,2
4457,4219,3207,1561,20250307,4
4458,1286,7523,4747,20250418,3
4459,2388,7281,3271,20250426,1
4460,2144,1493,2470,20250730,2
4461,1727,2551,1930,20241116,5
4462,260,7474,3540,20250309,1
4463,4986,6671,4123,20240918,1
4464,1927,559,3644,20250416,2
4465,1283,9905,909,20250315,3
4466,830,2609,1112,20250714,2
4467,1176,1653,2834,20250112,4
4468,3714,3881,4237,20250914,5
4469,2304,925,139,20240923,1
4470,711,2014,2375,20241102,1
4471,1088,5107,4479,20250204,3
4472,3532,2245,2626,20250112,4
4473,2652,8348,2199,20250528,2
4474,2453,9891,1998,20250815,1
4475,3615,824,4687,20241025,3
4476,4483,2330,2757,20241230,3
4477,4233,9646,1571,20241106,5
4478,423,5543,4443,20250328,5
4479,1329,8896,3324,20250720,4
4480,4972,3212,826,20241105,4
4481,2454,7121,2801,20250820,5
4482,1411,7892,1842,20241113,3
4483,450,5986,227,20250525,3
4484,1251,5443,1489,20250328,5
4485,4529,8137,3390,20250807,4
4486,1241,3897,3510,20250607,1
4487,1468,7197,998,20241207,4
4488,252,9462,2759,20250612,5
4489,3267,4707,8,20250815,1
4490,1934,6083,2670,20250304,4
4491,389,842,2096,20241020,1
4492,4436,6544,4259,20250508,5
4493,3512,3275,1444,20250506,4
4494,4556,5993,2856,20250201,3
4495,1206,7296,307,20241126,3
4496,1728,9659,461,20250224,5
4497,475,6594,2254,20241026,3
4498,4444,9844,645,20250629,1
4499,1386,3049,4218,20250515,2
4500,4173,2922,1067,20250330,1
4501,3548,8427,4611,20241216,4
4502,235,9488,3250,20240924,1
4503,875,976,2337,20250506,1
4504,4371,2294,1228,20241017,1
4505,4954,1006,625,20250411,3
4506,2183,7858,3335,20241014,3
4507,603,7598,2581,20250627,3
4508,2881,5451,2547,20241101,3
4509,3107,6296,4288,20250222,1
4510,3922,1675,3400,20250809,4
4511,3749,9,2360,20250627,2
4512,104,3110,1032,20250722,5
4513,1704,2854,1236,20250127,1
4514,1126,6096,3768,20250107,2
4515,3797,9321,1334,20250623,5
4516,2735,8363,3307,20240921,4
4517,4987,9572,4655,20250112,4
4518,3597,290,4906,20250414,3
4519,2553,9116,182,20250518,4
4520,697,3230,3079,20241207,5
4521,2513,4859,3522,20250603,5
4522,2911,6345,185,20250122,2
4523,1160,8393,4057,20250331,5
4524,2149,1617,1477,20250803,3
4525,884,1996,518,20241021,1
4526,2162,2446,2890,20241104,2
4527,1715,4356,406,20241008,4
4528,4935,5840,3667,20241018,3
4529,3579,6497,1038,20241124,2
4530,2650,9427,1040,20241002,4
4531,607,3742,3731,20250624,2
4532,2155,7935,4416,20241217,3
4533,1944,1943,679,20241025,3
4534,1073,379,3291,20250226,2
4535,1899,3580,3370,20241214,4
4536,1758,8484,2296,20241118,3
4537,3402,3502,3008,20241216,4
4538,3640,7196,2844,20241201,2
4539,3309,3844,4884,20241015,3
4540,513,5191,679,20250111,2
4541,1233,6615,4084,20250219,1
4542,3114,1792,3535,20250703,4
4543,3879,5556,4827,20241025,3
4544,973,2145,3132,20250901,1
4545,4629,6270,2537,20250122,5
4546,4157,9116,454,20250705,3
4547,1354,2748,4692,20250312,5
4548,2626,1925,1462,20250626,3
4549,3391,7580,2490,20250313,2
4550,1594,3816,4930,20250407,2
4551,4542,3072,4567,20241125,4
4552,1322,591,261,20250506,5
4553,4966,9518,875,20250408,1
4554,1686,9936,1230,20250825,1
4555,662,376,4032,20250410,1
4556,4239,8398,2936,20250704,3
4557,3239,8638,2997,20250328,3
4558,1848,2694,3602,20241211,1
4559,1066,9001,1469,20250303,1
4560,3530,5998,3320,20250602,5
4561,1006,5529,814,20250601,2
4562,3387,4068,178,20250619,4
4563,374,6942,1766,20250327,4
4564,3518,3239,4796,20241116,3
4565,3916,1014,3850,20250401,2
4566,920,1553,913,20241009,3
4567,2074,7673,753,20241224,1
4568,1374,9182,1161,20250515,4
4569,2856,2209,2081,20250511,3
4570,3422,6624,3673,20250808,3
4571,1961,5048,530,20241020,4
4572,2415,7396,484,20250718,1
4573,2317,3469,3918,20250407,5
4574,45,5383,4040,20241021,1
4575,4106,1593,2695,20241028,2
4576,2727,6452,551,20250608,2
4577,3513,6332,466,20241008,4
4578,4177,4260,3958,20250729,5
4579,149,8838,1177,20241102,1
4580,66,7871,1984,20250202,2
4581,4378,3747,1965,20250118,4
4582,539,9185,1215,20240918,5
4583,680,6287,2614,20250913,3
4584,3299,5950,1102,20250320,5
4585,2894,8069,4213,20241130,1
4586,1316,7019,2002,20250820,2
4587,4182,5092,363,20250314,3
4588,4820,2006,1570,20250115,4
4589,4245,6917,4442,20250213,2
4590,187,3549,3029,20250412,2
4591,1729,3353,3236,20250209,1
4592,4566,8087,2742,20241104,1
4593,721,9428,1712,20250131,4
4594,3516,6925,553,20250713,3
4595,4452,3624,3248,20250508,2
4596,640,9508,2212,20241022,4
4597,879,4612,3036,20250501,3
4598,4531,3034,4764,20250302,3
4599,118,6056,3906,20250616,4
4600,1251,5443,4172,20250328,2
4601,1332,5332,2169,20250901,1
4602,4304,3820,4745,20250521,2
4603,4099,3610,1628,20250310,4
4604,3053,6554,3075,20241201,5
4605,2457,9216,3196,20241018,1
4606,3753,5209,1035,20250418,1
4607,1410,2160,3802,20240924,3
4608,4367,8654,2508,20250426,5
4609,4112,5285,3343,20250404,4
4610,2054,6908,4949,20250111,2
4611,3508,5623,4423,20250402,3
4612,4818,6309,1158,20250303,2
4613,1040,2086,1130,20250730,5
4614,4333,3568,2397,20241202,1
4615,3239,8638,2764,20250328,5
4616,3502,4542,4667,20250903,4
4617,1282,739,3216,20250807,2
4618,3594,3514,3250,20250626,1
4619,770,3065,4257,20241110,4
4620,4522,7803,4250,20250104,2
4621,2472,1218,1133,20250804,3
4622,3621,745,1661,20250611,5
4623,2633,2231,4744,20250306,5
4624,2542,9722,1918,20241016,5
4625,1937,4892,2458,20250711,5
4626,2688,3930,2289,20250726,4
4627,3863,4935,43,20250513,5
4628,3208,2253,4184,20241014,2
4629,3294,8248,3764,20250407,1
4630,3614,9602,1434,20250203,5
4631,2372,6092,1710,20241005,2
4632,1956,2725,782,20250512,5
4633,4575,6074,4027,20250131,1
4634,3554,15,4609,20241231,2
4635,3511,4078,3406,20241130,3
4636,4376,8810,727,20250718,3
4637,700,8231,2103,20241026,3
4638,2915,1188,1801,20250531,5
4639,809,5278,2706,20250105,5
4640,740,4621,2064,20241119,4
4641,2040,7137,3662,20241113,5
4642,2462,867,4992,20241019,4
4643,2490,584,4992,20250528,2
4644,4759,2825,1695,20241023,2
4645,469,7305,4450,20241127,2
4646,4040,2166,2840,20250904,4
4647,2883,2403,2871,20250409,3
4648,3505,1008,1535,20241029,5
4649,1030,4533,3786,20250805,3
4650,4589,4641,1843,20250427,3
4651,2913,4963,4983,20250408,3
4652,2427,5745,4714,20241217,3
4653,3028,9665,2381,20240923,5
4654,4359,1734,3588,20250226,5
4655,2346,3247,1286,20250616,3
4656,4817,9607,4573,20250831,1
4657,2101,5241,1343,20250404,1
4658,4180,3772,712,20250512,3
4659,4321,7070,4478,20250530,4
4660,2565,3356,1319,20250620,2
4661,4564,7009,609,20250828,4
4662,1743,8095,1208,20250427,4
4663,3821,6937,4683,20250208,4
4664,2161,336,752,20250827,1
4665,3140,967,4300,20250109,3
4666,4980,4877,4730,20250531,3
4667,4998,7589,3844,20250127,3
4668,1941,1996,1190,20250129,1
4669,4341,9114,2986,20250115,3
4670,529,9487,4612,20250828,2
4671,2237,1953,357,20250403,4
4672,3608,8740,372,20250829,1
4673,684,6358,1344,20250221,1
4674,1073,379,4155,20250226,1
4675,848,4647,3418,20241215,2
4676,589,9970,3023,20241218,4
4677,4144,2543,4298,20250425,5
4678,2742,8624,3202,20250129,1
4679,2993,518,4037,20250813,3
4680,1190,6725,3522,20250713,5
4681,1,1813,4405,20241009,3
4682,867,1336,3456,20250728,4
4683,1482,7677,1793,20250610,1
4684,3787,5525,658,20250320,1
4685,575,9217,2821,20250203,5
4686,3706,1854,3401,20250630,2
4687,3557,1452,4422,20241012,2
4688,2390,7947,1706,20250101,4
4689,2696,2719,1778,20250618,5
4690,1489,9554,4908,20250525,4
4691,435,6017,3596,20250113,5
4692,198,1955,2136,20250608,4
4693,2444,4538,2285,20250420,3
4694,2261,741,4064,20250601,3
4695,1019,8590,4206,20250103,3
4696,2341,6053,623,20250602,1
4697,2599,6290,4,20240922,4
4698,975,9164,3035,20250329,3
4699,3512,3275,2308,20250506,3
4700,303,5362,4721,20250216,2
4701,286,4100,1119,20250816,4
4702,3000,3718,4811,20250722,5
4703,1145,8998,4439,20241212,5
4704,4842,3680,1313,20250212,2
4705,3922,1675,837,20250809,3
4706,894,2108,4195,20250613,4
4707,157,9842,2731,20240919,2
4708,1919,8252,1326,20240928,2
4709,2460,9828,4215,20250319,2
4710,291,689,4216,20250321,2
4711,2218,9979,1842,20250206,2
4712,1003,468,306,20250604,4
4713,2284,2414,3684,20250403,4
4714,3102,3406,116,20241017,3
4715,4162,9216,4087,20250525,3
4716,3685,796,4693,20250208,1
4717,4232,6267,1213,20250130,5
4718,4736,8237,1012,20250730,4
4719,4775,5085,2226,20241008,3
4720,1650,2624,4872,20250902,1
4721,4522,7803,1995,20250104,4
4722,2264,7341,3360,20250615,5
4723,4280,1960,3281,20250616,5
4724,4018,994,2432,20240923,2
4725,4243,1530,2014,20250907,3
4726,1510,2388,2512,20250429,4
4727,1159,2954,2486,20250430,4
4728,1562,963,4078,20250324,1
4729,2305,3585,1124,20250724,3
4730,2281,2439,1457,20250625,2
4731,4989,239,4249,20250417,1
4732,518,4030,1699,20250119,2
4733,2506,7068,1322,20241101,4
4734,340,5739,2095,20250209,4
4735,4221,1948,3039,20250122,2
4736,2674,8133,2535,20250206,3
4737,3191,9619,32,20250909,2
4738,1825,6085,1006,20250518,4
4739,4954,1006,1125,20250411,1
4740,1251,5443,3849,20250328,5
4741,557,736,2622,20250624,1
4742,3109,4397,2506,20250227,1
4743,3618,4547,2794,20250511,5
4744,4759,2825,2695,20241023,2
4745,271,3634,438,20241103,4
4746,949,8453,1356,20241008,3
4747,2234,7244,2584,20250222,2
4748,3764,631,2158,20250717,1
4749,4213,1469,4384,20250409,5
4750,844,6004,3129,20241019,2
4751,4132,7078,1681,20241220,2
4752,1916,412,1413,20250107,5
4753,3258,5875,1603,20241128,4
4754,545,9334,2703,20240925,5
4755,3185,8765,1544,20240921,5
4756,2219,6519,831,20250127,5
4757,3923,8901,2272,20250823,3
4758,1322,591,4875,20250506,3
4759,3248,3957,3668,20250521,2
4760,2461,9456,313,20250210,2
4761,1036,6241,2626,20250126,5
4762,392,2476,4445,20250722,4
4763,2649,5432,2624,20250718,5
4764,2318,498,465,20241022,2
4765,1887,4562,1363,20250907,5
4766,1567,3523,4436,20241218,4
4767,3070,8654,1715,20250304,3
4768,101,1254,35,20241120,5
4769,4916,2252,3292,20241221,3
4770,4556,5993,4035,20250201,4
4771,3519,3026,3413,20241026,2
4772,3004,5225,4217,20250112,5
4773,116,2143,2220,20250210,4
4774,2870,9540,4774,20250723,2
4775,1037,3574,1852,20250131,2
4776,2559,1762,3367,20250415,2
4777,3663,3902,1818,20250303,4
4778,4185,65,4667,20240924,3
4779,1010,9154,3696,20250105,1
4780,2428,2195,2719,20250515,4
4781,978,1912,3896,20250803,4
4782,2959,9652,3048,20241018,2
4783,1317,3466,338,20250417,5
4784,4872,4536,3791,20250403,5
4785,4139,2149,2916,20250130,4
4786,232,4122,4955,20250709,3
4787,4646,4259,1128,20250831,3
4788,495,6700,2695,20241128,1
4789,2808,5966,1818,20250815,4
4790,2541,2786,622,20241224,5
4791,1361,9603,1141,20250505,1
4792,1921,8118,3611,20241205,4
4793,2,3258,913,20241115,1
4794,3797,9321,4760,20250623,2
4795,4726,4438,4583,20240928,4
4796,452,6410,144,20241130,3
4797,726,7652,2189,20250426,2
4798,2649,5432,4130,20250718,5
4799,4255,9998,3702,20250207,2
4800,2507,3979,3003,20250621,5
4801,4945,2076,2381,20250111,5
4802,4543,9092,2642,20250128,3
4803,1531,149,4511,20241117,5
4804,2287,9932,1650,20241129,2
4805,2446,7011,3262,20250907,4
4806,3849,6142,174,20241013,5
4807,3291,1463,2734,20250331,4
4808,4732,3862,2097,20250830,3
4809,2263,5635,1662,20250505,4
4810,1991,8249,4312,20240917,1
4811,3247,7851,2276,20250716,1
4812,2093,8831,4924,20250718,1
4813,3510,5737,4820,20250203,4
4814,830,2609,2160,20250714,5
4815,3298,369,210,20241007,3
4816,4778,7412,1330,20241228,4
4817,2622,7598,4817,20241215,5
4818,2981,6663,1872,20241230,1
4819,3450,1983,3725,20250503,5
4820,3190,5526,1231,20250119,3
4821,3419,6179,2110,20250912,5
4822,311,159,897,20250723,4
4823,2484,9605,1223,20250901,3
4824,1157,7561,1436,20241204,1
4825,2078,7592,2618,20250422,1
4826,2390,7947,623,20250101,1
4827,2557,5874,938,20250720,4
4828,711,2014,4027,20241102,5
4829,3878,688,3796,20250723,3
4830,860,6513,2063,20241110,3
4831,507,4862,372,20241209,5
4832,4115,7872,2495,20250309,4
4833,3848,5586,2179,20250410,3
4834,990,6084,627,20250610,3
4835,2338,3342,1165,20250903,3
4836,3687,8859,3574,20250707,2
4837,2239,3201,758,20250212,2
4838,3469,9604,4394,20250826,1
4839,4254,5302,2768,20241123,4
4840,4231,3681,3098,20250725,5
4841,2040,7137,4906,20241113,5
4842,4708,5118,3943,20241205,4
4843,865,6860,4262,20250710,5
4844,2062,6945,4413,20250506,4
4845,1809,8245,171,20250619,3
4846,1687,6481,508,20250206,4
4847,843,2231,3265,20250802,5
4848,941,8436,2172,20250403,1
4849,3857,1153,956,20250301,5
4850,2620,7746,3079,20250101,5
4851,187,3549,1595,20250412,2
4852,723,6080,1760,20250602,4
4853,598,2146,2563,20250915,3
4854,3092,5353,4509,20250720,4
4855,2949,4002,1882,20250628,5
4856,4572,9366,4338,20250206,4
4857,2345,9458,2780,20250727,4
4858,3440,873,3727,20241116,2
4859,4518,5494,2984,20250307,4
4860,3224,9497,4578,20250410,5
4861,1946,3089,4062,20241009,2
4862,2805,7557,783,20241002,4
4863,3574,9967,3252,20241022,2
4864,3739,6164,3366,20250803,1
4865,141,996,75,20250902,2
4866,360,1336,1479,20250714,5
4867,2790,4363,1882,20250812,4
4868,2181,3809,506,20250801,2
4869,1983,7185,846,20250217,5
4870,760,1461,2460,20241011,1
4871,2371,1354,1318,20250112,5
4872,1895,3245,4130,20241021,2
4873,1740,9363,4763,20250805,3
4874,1162,5425,704,20240921,1
4875,4570,5340,763,20250816,2
4876,1171,8128,2955,20250822,4
4877,3386,2899,494,20250331,4
4878,3069,5228,2121,20250715,3
4879,850,9717,1757,20250724,5
4880,3687,8859,1294,20250707,1
4881,1533,9242,2214,20240919,1
4882,972,3735,4880,20250508,5
4883,659,6056,2769,20250915,1
4884,3872,8686,2922,20241118,4
4885,3407,7565,268,20241027,2
4886,4242,9586,4874,20241218,5
4887,2550,6821,3868,20250312,2
4888,334,5327,574,20250625,1
4889,3590,4739,4700,20250530,5
4890,4778,7412,1764,20241228,2
4891,3122,7495,4420,20250601,2
4892,2523,5404,3314,20241012,5
4893,3287,3454,1944,20240920,5
4894,684,6358,3066,20250221,4
4895,1590,7205,3025,20250612,3
4896,400,6085,4568,20250914,5
4897,4553,913,4924,20250810,2
4898,4808,5783,2781,20250828,2
4899,436,2807,725,20250503,5
4900,2954,786,2244,20250221,5
4901,1432,8312,2913,20250126,5
4902,3196,7939,4615,20250626,3
4903,4511,1756,3337,20241224,3
4904,2721,7205,3392,20241229,5
4905,2943,1732,140,20241208,5
4906,382,6421,3077,20241013,5
4907,4264,3667,470,20250408,4
4908,1553,3527,603,20250913,2
4909,4178,9245,3302,20250107,3
4910,3495,3279,715,20250127,1
4911,4472,567,2479,20250727,4
4912,132,9113,2071,20241014,1
4913,1092,2148,3604,20250107,2
4914,4409,3305,287,20250507,3
4915,1562,963,2482,20250324,2
4916,4736,8237,1572,20250730,5
4917,4542,3072,3516,20241125,3
4918,3936,6960,3317,20250902,5
4919,418,2395,1024,20250320,4
4920,2901,6499,1682,20241105,5
4921,745,4875,4528,20250720,5
4922,2365,8584,2437,20241024,5
4923,977,982,4713,20241218,1
4924,3720,1192,3926,20241228,2
4925,1865,4604,2537,20250611,2
4926,4873,782,3491,20250220,3
4927,3324,3823,2305,20250128,2
4928,678,9910,131,20250908,3
4929,2581,9690,4292,20241205,1
4930,3208,2253,1429,20241014,3
4931,2861,1461,616,20250323,5
4932,3842,1120,3240,20250527,3
4933,4402,1485,894,20250111,4
4934,424,6180,4295,20250822,3
4935,2298,7840,1774,20250629,3
4936,3526,1629,1764,20250507,3
4937,3542,2702,4822,20250109,3
4938,1730,1007,3656,20241101,5
4939,721,9428,2147,20250131,4
4940,2288,3535,2539,20241202,1
4941,4320,5013,4945,20250716,5
4942,997,3097,2353,20241217,4
4943,2142,8060,4907,20250402,1
4944,736,6190,952,20250213,5
4945,2062,6945,921,20250506,1
4946,2052,6060,134,20250317,1
4947,3857,1153,3446,20250301,2
4948,2711,1273,1811,20241231,1
4949,1539,68,2787,20250508,1
4950,975,9164,4093,20250329,1
4951,1318,6705,4786,20250818,3
4952,569,9381,3644,20250303,4
4953,2988,289,12,20241212,4
4954,3132,5001,3272,20250205,2
4955,901,5931,3395,20250510,2
4956,3142,5739,3396,20250826,1
4957,1661,4238,4829,20250307,1
4958,2697,1424,1737,20250408,1
4959,87,357,2933,20241113,4
4960,581,3108,1623,20250726,5
4961,2401,2246,1382,20250531,3
4962,2009,8835,370,20250514,4
4963,4865,3665,4232,20250907,1
4964,1603,3620,2755,20250809,4
4965,3625,7543,4586,20241105,5
4966,993,5518,3414,20250505,5
4967,1343,5866,2658,20250727,2
4968,92,8123,290,20250329,4
4969,2651,3485,2375,20241129,3
4970,3990,8361,4436,20250509,1
4971,1578,8242,2221,20250110,1
4972,3649,8713,4437,20250224,5
4973,1373,5509,1616,20250212,4
4974,3447,6782,2911,20250722,2
4975,2010,8878,2569,20241222,5
4976,4372,9024,4004,20250710,3
4977,497,4222,322,20250325,2
4978,2991,3601,2483,20250304,1
4979,1440,8113,156,20241126,2
4980,4941,5371,2214,20250604,1
4981,4599,6078,2192,20241018,5
4982,622,3538,519,20250102,1
4983,2290,7582,4889,20250501,2
4984,1937,4892,2754,20250711,4
4985,3621,745,3758,20250611,2
4986,3158,7167,1687,20250526,1
4987,2191,3999,3030,20250604,3
4988,3755,8314,4812,20250324,1
4989,3390,8084,3781,20250124,1
4990,1440,8113,2471,20241126,2
4991,4612,8251,729,20250625,1
4992,4181,8608,1360,20250722,3
4993,4630,5473,4688,20250411,1
4994,706,1572,2731,20250525,2
4995,1550,1203,1688,20241110,1
4996,2919,266,809,20250903,2
4997,1054,9377,2290,20250627,3
4998,1095,5567,3856,20250406,2
4999,3433,3531,3236,20250124,5
5000,4352,2526,62,20241016,5
5001,1117,6477,4830,20241230,5
5002,2522,5914,3757,20241227,3
5003,1723,1813,4892,20250618,5
5004,1226,7747,4013,20250523,3
5005,1728,9659,4992,20250224,5
5006,4410,3639,3106,20250911,1
5007,485,3526,1694,20250507,1
5008,4659,8581,3554,20241130,1
5009,3685,796,1853,20250208,3
5010,140,9677,400,20250629,4
5011,4172,9647,4219,20250309,1
5012,3255,5942,456,20250228,3
5013,3873,6497,1115,20241213,1
5014,3699,1063,3325,20250813,4
5015,475,6594,2549,20241026,2
5016,3582,7642,3957,20250508,3
5017,4066,4169,2605,20250323,3
5018,1597,8469,2198,20250910,4
5019,3462,6013,4946,20241220,4
5020,3350,3914,1735,20240921,5
5021,2195,4790,3711,20250412,2
5022,1681,1008,3978,20250304,5
5023,2347,1976,2035,20250128,3
5024,1588,4275,7,20241112,4
5025,2973,3473,751,20250714,3
5026,1262,2698,468,20250531,4
5027,3740,7699,4742,20241203,5
5028,3132,5001,3375,20250205,4
5029,3479,3491,721,20250812,2
5030,1979,6365,3351,20250309,1
5031,1341,7707,264,20250108,2
5032,1363,5560,2834,20241217,5
5033,3144,6747,1751,20250903,5
5034,3046,7282,1642,20250628,4
5035,4212,4310,1523,20250404,1
5036,860,6513,4316,20241110,4
5037,2392,8923,4336,20250911,2
5038,3634,2303,1958,20250115,5
5039,635,2301,2785,20250907,3
5040,490,3959,3735,20250711,3
5041,1553,3527,2468,20250913,1
5042,2351,5750,1000,20241220,4
5043,1131,5468,4022,20250115,1
5044,2179,4051,730,20250816,5
5045,1960,8665,4154,20250509,1
5046,3331,3599,3814,20250913,2
5047,987,6861,4391,20250816,3
5048,4183,5606,1006,20241209,5
5049,4995,3784,2686,20250312,1
5050,2827,4266,3430,20241107,1
5051,2116,4809,2892,20250627,1
5052,3068,3727,2595,20250111,3
5053,4126,9068,2194,20250303,5
5054,3702,3954,3602,20250911,1
5055,2453,9891,422,20250815,5
5056,3354,3449,2494,20250831,3
5057,1704,2854,1030,20250127,4
5058,3981,7449,3151,20241120,3
5059,4606,9469,208,20250402,4
5060,4927,3457,4316,20250313,4
5061,2619,4704,1629,20250727,3
5062,3420,9916,4429,20250913,1
5063,2466,3228,3807,20241002,4
5064,4574,8045,3567,20250529,3
5065,3914,4975,1516,20250515,3
5066,2751,1832,4180,20250215,3
5067,2471,1539,47,20241102,3
5068,3530,5998,2844,20250602,2
5069,3097,9189,3342,20250131,2
5070,2411,9781,4988,20250427,5
5071,2475,9968,610,20240924,1
5072,1833,4614,4335,20250628,3
5073,3386,2899,3151,20250331,4
5074,2695,6919,3615,20250301,4
5075,1717,8439,3250,20250831,4
5076,4132,7078,474,20241220,3
5077,2154,9050,3956,20250525,3
5078,2690,4869,2122,20250508,5
5079,3399,4468,4335,20241207,1
5080,1166,3705,3025,20250220,1
5081,4374,1888,1098,20250907,5
5082,2657,7557,2234,20241106,5
5083,4517,6766,2019,20250315,5
5084,396,3832,264,20250414,3
5085,2971,7638,4122,20250614,2
5086,2371,1354,110,20250112,4
5087,1785,3907,2233,20250812,5
5088,2811,2233,4756,20250221,3
5089,1109,9671,1507,20241111,1
5090,790,9808,4202,20241212,2
5091,2367,4020,955,20241126,4
5092,1902,8377,1864,20250705,3
5093,2795,7164,4524,20241129,5
5094,799,8087,4310,20241225,3
5095,4928,3025,1118,20240926,1
5096,2151,9931,1700,20250423,5
5097,2145,9402,2435,20241015,2
5098,4673,334,3526,20241019,2
5099,682,3970,1308,20241015,5
5100,6,4714,4822,20250501,1
5101,3012,799,2447,20241204,3
5102,4571,7075,1191,20241202,3
