shipping_id,order_id,shipping_date,delivery_date,carrier,tracking_number,status
2815,2815,2024-03-18,2024-03-26,DHL,TRK86604664,delivered
2816,2816,2024-01-29,2024-02-01,Aramex,TRK64230822,shipped
2817,2817,,,USPS,TRK91387357,delivered
2818,2818,2023-10-13,,UPS,TRK39755956,delivered
2819,2819,2025-07-31,2025-08-11,DHL,TRK42010791,delivered
2820,2820,2025-02-03,2025-02-04,USPS,TRK43870956,delivered
2821,2821,2023-12-03,,FedEx,TRK45753429,delivered
2822,2822,2024-09-13,2024-09-17,USPS,TRK15960176,delivered
2823,2823,2024-12-10,2024-12-11,USPS,TRK20252313,delivered
2824,2824,2023-12-13,2023-12-15,Aramex,TRK95084632,cancelled
2825,2825,2025-06-02,2025-06-12,Aramex,TRK08388803,delivered
2826,2826,2023-10-22,2023-11-05,USPS,TRK90552823,delivered
2827,2827,2025-01-25,,USPS,TRK14670440,delivered
2828,2828,2025-02-23,2025-03-01,FedEx,TRK52055673,delivered
2829,2829,2024-07-29,,DHL,TRK29094699,delivered
2830,2830,2024-08-04,2024-08-08,FedEx,TRK05816978,delivered
2831,2831,2024-09-22,2024-09-29,USPS,TRK81829161,delivered
2832,2832,2023-12-29,2024-01-05,USPS,TRK00154124,delivered
2833,2833,2023-11-15,2023-11-25,DHL,TRK29036758,delivered
2834,2834,2025-06-19,2025-06-28,USPS,TRK52833293,delivered
2835,2835,2024-11-30,2024-12-14,DHL,TRK18358799,delivered
2836,2836,2024-07-09,2024-07-17,Aramex,TRK81224501,shipped
2837,2837,2025-03-03,2025-03-13,Aramex,TRK04201658,delivered
2838,2838,2023-11-14,2023-11-21,UPS,TRK58252218,delivered
2839,2839,2025-08-29,2025-09-09,FedEx,TRK28889265,delivered
2840,2840,2024-08-11,2024-08-25,FedEx,TRK33349274,delivered
2841,2841,,,FedEx,TRK57335613,shipped
2842,2842,,,DHL,TRK02947638,shipped
2843,2843,2025-04-12,,DHL,TRK71740672,pending
2844,2844,2023-10-09,,USPS,TRK84754153,delivered
2845,2845,2025-06-11,2025-06-16,Aramex,TRK75364951,cancelled
2846,2846,2025-06-24,,FedEx,TRK16365019,delivered
2847,2847,2024-12-28,2025-01-10,UPS,TRK12995306,delivered
2848,2848,2025-08-02,,Aramex,TRK13030093,pending
2849,2849,,,DHL,TRK00303436,delivered
2850,2850,,,USPS,TRK88896925,shipped
2851,2851,2024-10-07,2024-10-15,UPS,TRK44708517,delivered
2852,2852,2024-09-26,2024-10-06,Aramex,TRK63492337,pending
2853,2853,2023-11-26,2023-12-06,Aramex,TRK52179369,delivered
2854,2854,2024-10-30,2024-11-12,UPS,TRK48980447,delivered
2855,2855,2024-03-29,2024-04-06,DHL,TRK30165154,shipped
2856,2856,2024-11-27,2024-12-11,Aramex,TRK09818017,delivered
2857,2857,2024-07-02,2024-07-03,DHL,TRK01027643,delivered
2858,2858,2024-01-04,2024-01-12,Aramex,TRK14101043,delivered
2859,2859,2024-04-17,,DHL,TRK93581940,delivered
2860,2860,2024-05-04,2024-05-07,USPS,TRK08045357,shipped
2861,2861,2024-01-03,2024-01-05,UPS,TRK05339444,delivered
2862,2862,2025-03-11,,UPS,TRK81365534,delivered
2863,2863,2024-06-08,2024-06-20,UPS,TRK69924202,delivered
2864,2864,2024-11-12,2024-11-18,USPS,TRK22764108,delivered
2865,2865,2025-03-15,2025-03-21,UPS,TRK36635426,delivered
2866,2866,2024-07-21,2024-08-02,UPS,TRK85011350,shipped
2867,2867,2023-12-02,2023-12-07,Aramex,TRK58988459,delivered
2868,2868,2024-04-28,,UPS,TRK91065248,pending
2869,2869,2024-04-01,2024-04-15,FedEx,TRK16313238,shipped
2870,2870,2024-04-23,2024-05-03,USPS,TRK04678327,delivered
2871,2871,2025-05-25,2025-06-02,USPS,TRK72029365,delivered
2872,2872,2025-01-15,2025-01-24,DHL,TRK63947360,shipped
2873,2873,2025-05-26,2025-06-05,Aramex,TRK90490731,delivered
2874,2874,2025-08-20,2025-08-25,USPS,TRK13997283,delivered
2875,2875,2024-12-25,2025-01-02,UPS,TRK22299717,delivered
2876,2876,2024-07-27,2024-08-02,Aramex,TRK91197719,cancelled
2877,2877,2025-07-12,2025-07-26,DHL,TRK90364151,delivered
2878,2878,2024-10-08,,Aramex,TRK58349159,delivered
2879,2879,2024-02-20,,USPS,TRK37999266,delivered
2880,2880,2025-08-18,2025-08-20,UPS,TRK03659150,shipped
2881,2881,2024-06-07,2024-06-10,USPS,TRK46897961,delivered
2882,2882,2024-04-24,2024-05-01,USPS,TRK61478660,delivered
2883,2883,2024-03-07,2024-03-15,Aramex,TRK44558867,delivered
2884,2884,2024-08-16,2024-08-30,DHL,TRK29854594,delivered
2885,2885,2024-02-21,2024-02-27,DHL,TRK42987569,delivered
2886,2886,2024-02-09,2024-02-18,Aramex,TRK13055077,delivered
2887,2887,2025-09-07,2025-09-16,Aramex,TRK93322746,delivered
2888,2888,2025-01-02,2025-01-03,FedEx,TRK63658729,shipped
2889,2889,2024-09-24,2024-10-07,FedEx,TRK03095693,shipped
2890,2890,2024-10-01,,Aramex,TRK55314472,delivered
2891,2891,2024-01-02,2024-01-09,UPS,TRK68384129,shipped
2892,2892,2023-12-09,2023-12-21,Aramex,TRK29654475,delivered
2893,2893,2024-06-20,2024-06-24,USPS,TRK98000585,shipped
2894,2894,2024-06-04,2024-06-09,USPS,TRK87154115,delivered
2895,2895,2024-03-28,2024-04-05,Aramex,TRK80921036,pending
2896,2896,2025-01-18,2025-01-25,DHL,TRK13124794,delivered
2897,2897,2024-05-01,2024-05-04,Aramex,TRK11421554,pending
2898,2898,2025-04-16,,UPS,TRK59213996,delivered
2899,2899,2024-03-24,2024-03-30,FedEx,TRK00656852,shipped
2900,2900,,,USPS,TRK18387090,delivered
2901,2901,2024-04-20,,DHL,TRK87032832,delivered
2902,2902,2023-10-04,2023-10-10,Aramex,TRK06877256,delivered
2903,2903,2024-07-05,2024-07-08,DHL,TRK33304175,cancelled
2904,2904,2024-12-11,2024-12-21,UPS,TRK29959461,delivered
2905,2905,2024-04-19,,USPS,TRK32311603,delivered
2906,2906,2024-07-27,2024-08-03,DHL,TRK80626950,delivered
2907,2907,2024-08-25,2024-08-31,Aramex,TRK89390132,delivered
2908,2908,2023-09-24,2023-09-28,FedEx,TRK88019353,delivered
2909,2909,2025-04-30,2025-05-07,Aramex,TRK64195859,shipped
2910,2910,,,FedEx,TRK81459912,delivered
2911,2911,2024-02-23,2024-03-03,Aramex,TRK79960093,delivered
2912,2912,2025-07-06,2025-07-09,Aramex,TRK71899536,delivered
2913,2913,2024-11-30,2024-12-11,UPS,TRK57845469,delivered
2914,2914,2025-07-14,2025-07-27,UPS,TRK58240217,delivered
2915,2915,2025-08-20,2025-08-26,USPS,TRK75929910,shipped
2916,2916,2023-10-19,,UPS,TRK74732403,cancelled
2917,2917,2024-08-23,2024-08-31,FedEx,TRK60504343,shipped
2918,2918,2025-09-04,2025-09-13,FedEx,TRK85622588,delivered
2919,2919,2025-06-01,2025-06-06,UPS,TRK75694532,shipped
2920,2920,,,USPS,TRK55979209,delivered
2921,2921,2024-03-30,2024-04-07,FedEx,TRK42989463,shipped
2922,2922,2024-04-21,2024-04-26,USPS,TRK34950057,delivered
2923,2923,2025-06-14,,USPS,TRK13011442,delivered
2924,2924,2024-06-28,2024-07-03,Aramex,TRK50769542,shipped
2925,2925,2024-07-13,2024-07-27,USPS,TRK94167933,pending
2926,2926,2024-01-07,2024-01-19,DHL,TRK28938085,delivered
2927,2927,2024-08-06,2024-08-15,Aramex,TRK17352356,shipped
2928,2928,2025-01-12,2025-01-18,UPS,TRK95987510,delivered
2929,2929,2024-01-17,,DHL,TRK00015830,shipped
2930,2930,2024-06-06,,Aramex,TRK48234416,delivered
2931,2931,2024-02-20,2024-02-27,UPS,TRK74397252,delivered
2932,2932,2024-08-25,2024-08-27,FedEx,TRK47068976,delivered
2933,2933,2025-01-23,2025-02-04,Aramex,TRK79315757,shipped
2934,2934,2025-03-17,2025-03-21,USPS,TRK96111070,shipped
2935,2935,2025-09-04,2025-09-10,USPS,TRK18524928,delivered
2936,2936,,,USPS,TRK50622590,delivered
2937,2937,2025-03-03,2025-03-16,DHL,TRK98840892,delivered
2938,2938,2024-06-13,2024-06-20,UPS,TRK84828750,delivered
2939,2939,2024-10-18,2024-10-30,USPS,TRK64302159,shipped
2940,2940,2025-07-25,2025-08-01,DHL,TRK50556872,delivered
2941,2941,2024-06-19,2024-06-24,Aramex,TRK83234058,delivered
2942,2942,2023-10-07,2023-10-21,Aramex,TRK63686484,pending
2943,2943,2025-04-03,2025-04-10,DHL,TRK77781358,shipped
2944,2944,2024-05-01,2024-05-13,UPS,TRK12049659,delivered
2945,2945,2025-07-01,2025-07-11,UPS,TRK40929163,shipped
2946,2946,2025-09-04,2025-09-09,DHL,TRK72403529,delivered
2947,2947,2025-07-08,2025-07-09,DHL,TRK80955110,delivered
2948,2948,2024-03-21,,DHL,TRK47634520,delivered
2949,2949,2023-12-13,2023-12-14,UPS,TRK48792355,delivered
2950,2950,2024-11-11,2024-11-24,Aramex,TRK60546495,shipped
2951,2951,2024-10-08,2024-10-21,USPS,TRK25210244,shipped
2952,2952,2025-05-12,,UPS,TRK26935360,delivered
2953,2953,2024-09-25,2024-10-02,FedEx,TRK56893821,shipped
2954,2954,2023-12-07,2023-12-08,FedEx,TRK10533068,cancelled
2955,2955,2024-12-27,,FedEx,TRK50110465,delivered
2956,2956,2024-07-06,2024-07-11,FedEx,TRK28765151,delivered
2957,2957,2025-07-18,2025-07-19,USPS,TRK70454320,delivered
2958,2958,2023-11-22,2023-12-01,UPS,TRK03751596,delivered
2959,2959,2025-08-21,2025-09-02,UPS,TRK66897689,delivered
2960,2960,2024-10-21,,FedEx,TRK86137283,delivered
2961,2961,2024-03-24,,UPS,TRK50349320,delivered
2962,2962,2024-03-25,2024-04-08,FedEx,TRK05040527,delivered
2963,2963,,,UPS,TRK95265165,shipped
2964,2964,,,UPS,TRK70504815,delivered
2965,2965,2025-03-24,2025-03-30,USPS,TRK37421446,delivered
2966,2966,2025-04-09,2025-04-21,USPS,TRK80848809,delivered
2967,2967,2024-02-09,2024-02-18,DHL,TRK83263020,pending
2968,2968,2023-09-24,2023-10-02,Aramex,TRK70009117,delivered
2969,2969,,,Aramex,TRK23899399,shipped
2970,2970,2024-05-07,2024-05-17,USPS,TRK81091068,delivered
2971,2971,2025-06-04,2025-06-14,Aramex,TRK65519976,delivered
2972,2972,,,Aramex,TRK30468822,delivered
2973,2973,2024-03-03,2024-03-11,Aramex,TRK39113500,shipped
2974,2974,,,DHL,TRK73962311,delivered
2975,2975,2024-03-27,2024-04-04,Aramex,TRK74701403,pending
2976,2976,2025-07-15,2025-07-26,USPS,TRK39347126,pending
2977,2977,2025-01-17,2025-01-19,UPS,TRK02229295,cancelled
2978,2978,,,USPS,TRK26040826,delivered
2979,2979,2024-12-24,2025-01-07,DHL,TRK03690867,delivered
2980,2980,2024-05-05,2024-05-14,DHL,TRK85568697,delivered
2981,2981,,,Aramex,TRK39905937,delivered
2982,2982,2025-03-08,2025-03-21,USPS,TRK46743354,shipped
2983,2983,2024-11-22,2024-11-23,DHL,TRK31853582,shipped
2984,2984,2024-08-24,2024-09-03,DHL,TRK98369712,delivered
2985,2985,2023-11-24,2023-12-06,DHL,TRK88790545,cancelled
2986,2986,2023-12-03,2023-12-12,UPS,TRK42807435,delivered
2987,2987,2025-07-05,2025-07-13,DHL,TRK46727878,pending
2988,2988,2025-07-28,2025-08-07,UPS,TRK98461623,delivered
2989,2989,2025-04-30,2025-05-12,DHL,TRK47632242,delivered
2990,2990,2024-01-13,2024-01-24,Aramex,TRK15875914,delivered
2991,2991,2024-02-05,,DHL,TRK44458399,delivered
2992,2992,2023-10-20,2023-10-30,DHL,TRK59807069,delivered
2993,2993,2024-12-23,,DHL,TRK80259055,delivered
2994,2994,2024-10-06,2024-10-11,FedEx,TRK28695538,delivered
2995,2995,,,Aramex,TRK69203022,delivered
2996,2996,2023-12-29,2024-01-08,UPS,TRK65595555,shipped
2997,2997,2024-03-04,,USPS,TRK36351652,pending
2998,2998,2025-01-07,2025-01-21,Aramex,TRK26720973,shipped
2999,2999,2024-06-04,2024-06-16,FedEx,TRK61061287,shipped
3000,3000,2025-05-15,2025-05-25,DHL,TRK38214363,delivered
3001,3001,2024-04-24,2024-05-01,FedEx,TRK75344509,delivered
3002,3002,,,Aramex,TRK06771971,delivered
3003,3003,2024-02-09,2024-02-15,USPS,TRK65420501,shipped
3004,3004,,,USPS,TRK71591524,delivered
3005,3005,2025-04-06,2025-04-20,DHL,TRK58916889,delivered
3006,3006,2023-12-11,2023-12-15,UPS,TRK15569096,delivered
3007,3007,2023-12-31,2024-01-09,Aramex,TRK41201555,delivered
3008,3008,,,USPS,TRK13621728,delivered
3009,3009,2024-11-06,2024-11-10,Aramex,TRK57673402,delivered
3010,3010,2025-05-18,2025-05-31,FedEx,TRK35905020,shipped
3011,3011,2024-12-03,2024-12-11,DHL,TRK91921378,pending
3012,3012,2025-03-18,,USPS,TRK10636631,shipped
3013,3013,2024-10-10,,Aramex,TRK19965255,delivered
3014,3014,2024-08-16,,Aramex,TRK42958077,delivered
3015,3015,2025-02-01,2025-02-04,DHL,TRK99502340,delivered
3016,3016,,,Aramex,TRK48843139,delivered
3017,3017,2024-03-28,2024-03-29,USPS,TRK96169245,delivered
3018,3018,2025-05-28,2025-06-03,USPS,TRK54334875,delivered
3019,3019,2023-10-25,2023-11-03,DHL,TRK47379354,delivered
3020,3020,2023-10-02,2023-10-05,Aramex,TRK05482967,delivered
3021,3021,2023-11-25,,Aramex,TRK90259671,delivered
3022,3022,2024-08-10,2024-08-16,Aramex,TRK63420093,delivered
3023,3023,2024-10-23,2024-11-04,USPS,TRK29578264,delivered
3024,3024,2025-07-19,,USPS,TRK71383632,delivered
3025,3025,2025-09-04,2025-09-05,FedEx,TRK19498773,delivered
3026,3026,2025-01-24,2025-01-27,DHL,TRK19953224,delivered
3027,3027,2025-07-20,2025-07-30,UPS,TRK70063940,shipped
3028,3028,2024-01-09,,DHL,TRK97147353,delivered
3029,3029,2025-01-11,2025-01-24,DHL,TRK52473842,delivered
3030,3030,2024-04-24,2024-05-01,FedEx,TRK86969874,delivered
3031,3031,2023-11-24,2023-11-29,UPS,TRK06202944,delivered
3032,3032,2024-09-12,2024-09-13,Aramex,TRK62168475,delivered
3033,3033,2025-07-01,2025-07-07,DHL,TRK45708815,delivered
3034,3034,2024-03-07,2024-03-18,FedEx,TRK52288448,delivered
3035,3035,2024-05-09,2024-05-16,DHL,TRK13051643,delivered
3036,3036,2024-12-09,2024-12-11,Aramex,TRK19163222,delivered
3037,3037,2024-05-04,2024-05-17,USPS,TRK11663849,delivered
3038,3038,,,Aramex,TRK49044205,shipped
3039,3039,2024-09-15,,Aramex,TRK44702089,delivered
3040,3040,2025-07-05,2025-07-09,UPS,TRK14434480,delivered
3041,3041,2024-08-06,2024-08-16,UPS,TRK47663574,delivered
3042,3042,2025-07-17,2025-07-23,DHL,TRK11452066,delivered
3043,3043,2025-05-23,,FedEx,TRK46730150,delivered
3044,3044,2025-01-30,2025-02-07,FedEx,TRK57605754,pending
3045,3045,2023-12-11,2023-12-15,UPS,TRK98348078,delivered
3046,3046,2024-12-16,2024-12-20,DHL,TRK45390286,delivered
3047,3047,2024-01-29,2024-02-05,UPS,TRK80149454,cancelled
3048,3048,2024-08-17,,USPS,TRK91056922,delivered
3049,3049,2023-11-24,2023-11-27,UPS,TRK72726978,shipped
3050,3050,2024-04-19,2024-05-02,FedEx,TRK15889554,shipped
3051,3051,2025-02-15,2025-02-18,Aramex,TRK85554721,delivered
3052,3052,2024-03-09,2024-03-23,DHL,TRK96351146,delivered
3053,3053,2025-09-11,2025-09-20,Aramex,TRK26501494,shipped
3054,3054,2025-05-12,2025-05-25,DHL,TRK11036276,shipped
3055,3055,2024-04-24,2024-04-28,Aramex,TRK32660171,delivered
3056,3056,2024-06-09,,UPS,TRK42237503,delivered
3057,3057,2024-09-27,2024-10-04,DHL,TRK52449480,delivered
3058,3058,2024-10-30,2024-11-01,DHL,TRK36528737,pending
3059,3059,2024-01-16,2024-01-25,DHL,TRK17155218,cancelled
3060,3060,2025-02-06,2025-02-07,FedEx,TRK85201810,delivered
3061,3061,2024-07-22,2024-08-05,FedEx,TRK48644157,cancelled
3062,3062,2025-08-18,2025-08-28,UPS,TRK62839625,delivered
3063,3063,2024-09-14,2024-09-25,FedEx,TRK86899299,delivered
3064,3064,2024-11-07,2024-11-18,FedEx,TRK27300684,shipped
3065,3065,2023-12-06,2023-12-20,UPS,TRK96895173,delivered
3066,3066,2024-09-01,2024-09-15,UPS,TRK62910818,delivered
3067,3067,2025-02-16,2025-03-02,DHL,TRK51298993,delivered
3068,3068,,,DHL,TRK89455969,delivered
3069,3069,2024-09-15,2024-09-26,FedEx,TRK33593061,delivered
3070,3070,2025-07-21,2025-07-26,USPS,TRK49330135,shipped
3071,3071,2024-05-25,2024-06-07,Aramex,TRK78603661,delivered
3072,3072,2025-04-14,2025-04-21,USPS,TRK67086803,delivered
3073,3073,2025-08-12,2025-08-24,FedEx,TRK56542417,shipped
3074,3074,,,Aramex,TRK79834735,shipped
3075,3075,2025-04-18,2025-05-01,DHL,TRK94485953,delivered
3076,3076,2025-02-28,,DHL,TRK44867419,delivered
3077,3077,,,Aramex,TRK96417365,delivered
3078,3078,2024-11-03,2024-11-05,FedEx,TRK66647294,delivered
3079,3079,2023-11-10,2023-11-18,Aramex,TRK60499621,delivered
3080,3080,2025-07-15,,USPS,TRK57549275,delivered
3081,3081,2025-03-29,2025-03-30,Aramex,TRK99887901,delivered
3082,3082,2024-02-09,2024-02-13,DHL,TRK17065219,delivered
3083,3083,,,Aramex,TRK76375130,delivered
3084,3084,2025-01-09,2025-01-19,FedEx,TRK67626705,delivered
3085,3085,2023-11-01,2023-11-12,DHL,TRK30475274,delivered
3086,3086,,,UPS,TRK61712409,shipped
3087,3087,2024-06-17,2024-06-24,Aramex,TRK77375267,delivered
3088,3088,2024-05-12,2024-05-24,USPS,TRK06055363,pending
3089,3089,2024-04-16,2024-04-20,USPS,TRK17935657,delivered
3090,3090,2023-11-30,2023-12-10,Aramex,TRK34815494,delivered
3091,3091,2024-12-06,2024-12-13,DHL,TRK63722062,delivered
3092,3092,2024-10-16,2024-10-19,DHL,TRK35921531,shipped
3093,3093,2023-10-30,2023-11-11,Aramex,TRK89984542,delivered
3094,3094,2024-10-28,2024-11-06,DHL,TRK76837191,delivered
3095,3095,2023-09-19,2023-09-20,FedEx,TRK58906123,cancelled
3096,3096,2024-10-10,,FedEx,TRK68661444,delivered
3097,3097,2024-05-27,2024-06-10,DHL,TRK80127945,shipped
3098,3098,,,USPS,TRK25801675,delivered
3099,3099,2025-03-24,2025-04-02,Aramex,TRK50304079,delivered
3100,3100,2024-03-27,2024-04-05,UPS,TRK76038328,delivered
3101,3101,,,UPS,TRK57993732,delivered
3102,3102,2025-02-13,,DHL,TRK64105856,delivered
3103,3103,2025-06-01,2025-06-08,FedEx,TRK40170710,delivered
3104,3104,2024-06-06,2024-06-15,DHL,TRK24025232,shipped
3105,3105,2024-01-22,2024-01-29,Aramex,TRK29440748,delivered
3106,3106,2025-08-02,2025-08-03,DHL,TRK92588831,delivered
3107,3107,,,DHL,TRK94253475,delivered
3108,3108,2024-04-25,,USPS,TRK65869886,shipped
3109,3109,2024-02-28,2024-03-05,FedEx,TRK13239151,delivered
3110,3110,2024-07-21,2024-08-01,Aramex,TRK65559326,delivered
3111,3111,2023-12-15,,UPS,TRK08080222,delivered
3112,3112,2025-02-21,2025-02-28,UPS,TRK96612932,cancelled
3113,3113,2023-12-26,2024-01-07,USPS,TRK46997318,shipped
3114,3114,2025-06-03,2025-06-15,Aramex,TRK16631947,pending
3115,3115,2023-10-03,2023-10-04,FedEx,TRK59265106,delivered
3116,3116,2025-01-04,,UPS,TRK44169830,cancelled
3117,3117,2024-04-13,,UPS,TRK79630397,delivered
3118,3118,2024-02-05,2024-02-07,DHL,TRK88300663,delivered
3119,3119,2025-04-22,,FedEx,TRK34566066,delivered
3120,3120,2025-03-04,2025-03-11,DHL,TRK55513071,delivered
3121,3121,2024-11-19,,UPS,TRK63514859,delivered
3122,3122,2025-06-19,2025-07-01,UPS,TRK57487191,delivered
3123,3123,2023-12-13,2023-12-26,DHL,TRK42632874,delivered
3124,3124,2025-06-15,2025-06-18,UPS,TRK52017905,shipped
3125,3125,2024-07-05,2024-07-11,DHL,TRK40528607,delivered
3126,3126,2025-01-10,2025-01-23,DHL,TRK78500305,delivered
3127,3127,2025-04-23,2025-05-06,USPS,TRK73479675,delivered
3128,3128,2024-01-24,2024-01-25,UPS,TRK77089915,delivered
3129,3129,2025-02-22,,FedEx,TRK00021957,shipped
3130,3130,2025-04-26,2025-05-04,DHL,TRK79999634,delivered
3131,3131,2023-10-26,2023-11-06,UPS,TRK13496200,shipped
3132,3132,2023-10-12,,Aramex,TRK04539769,delivered
3133,3133,2025-01-20,2025-02-02,FedEx,TRK91736610,delivered
3134,3134,,,UPS,TRK31590609,pending
3135,3135,2025-06-04,2025-06-05,UPS,TRK79956696,cancelled
3136,3136,2024-05-26,2024-06-03,USPS,TRK41860073,delivered
3137,3137,2025-04-12,2025-04-14,Aramex,TRK32139460,shipped
3138,3138,2024-09-29,2024-10-13,DHL,TRK46621171,cancelled
3139,3139,2025-04-07,2025-04-12,DHL,TRK78678723,shipped
3140,3140,2025-06-04,2025-06-12,UPS,TRK47922073,delivered
3141,3141,2025-04-07,2025-04-11,FedEx,TRK84503503,delivered
3142,3142,2024-03-18,,USPS,TRK73370550,delivered
3143,3143,2024-05-03,2024-05-13,Aramex,TRK95338809,delivered
3144,3144,2025-01-26,2025-01-29,FedEx,TRK14775224,delivered
3145,3145,2025-09-01,,DHL,TRK95915183,cancelled
3146,3146,2024-05-20,,DHL,TRK91594889,delivered
3147,3147,2025-03-03,2025-03-12,FedEx,TRK47444778,delivered
3148,3148,2025-08-05,2025-08-07,USPS,TRK06233331,pending
3149,3149,2024-08-17,2024-08-26,USPS,TRK52894975,shipped
3150,3150,2024-05-21,,FedEx,TRK16252923,delivered
3151,3151,2024-04-07,2024-04-20,FedEx,TRK85705615,pending
3152,3152,2025-04-28,2025-05-04,Aramex,TRK47444785,shipped
3153,3153,2024-05-03,,Aramex,TRK04639539,shipped
3154,3154,,,FedEx,TRK97553721,delivered
3155,3155,2024-05-10,2024-05-17,FedEx,TRK97061401,delivered
3156,3156,2025-04-30,,DHL,TRK28955758,delivered
3157,3157,2024-07-21,2024-08-03,Aramex,TRK55784258,delivered
3158,3158,2025-07-15,2025-07-20,Aramex,TRK54011385,delivered
3159,3159,2024-09-18,2024-09-24,FedEx,TRK39884245,delivered
3160,3160,2024-09-30,2024-10-05,USPS,TRK22577299,pending
3161,3161,2023-10-20,,DHL,TRK42844538,delivered
3162,3162,2024-05-10,2024-05-11,DHL,TRK62789343,delivered
3163,3163,2025-06-15,2025-06-25,USPS,TRK17611304,delivered
3164,3164,2025-03-16,2025-03-18,FedEx,TRK43647757,shipped
3165,3165,2024-06-11,2024-06-25,FedEx,TRK71589296,delivered
3166,3166,2024-07-16,2024-07-20,DHL,TRK24709245,pending
3167,3167,,,UPS,TRK23990242,shipped
3168,3168,2025-02-19,2025-02-26,USPS,TRK79111348,shipped
3169,3169,2024-04-27,2024-04-28,USPS,TRK97440130,delivered
3170,3170,2023-11-28,2023-12-05,FedEx,TRK69258680,delivered
3171,3171,2024-10-30,,FedEx,TRK65195300,delivered
3172,3172,2025-01-16,2025-01-29,Aramex,TRK31418484,delivered
3173,3173,2023-12-20,2023-12-29,USPS,TRK81315811,delivered
3174,3174,2025-06-25,2025-06-30,FedEx,TRK58668791,shipped
3175,3175,2025-07-30,2025-08-01,UPS,TRK15157872,delivered
3176,3176,2024-02-17,2024-02-27,USPS,TRK84270753,delivered
3177,3177,,,USPS,TRK56547490,shipped
3178,3178,2025-04-06,2025-04-14,UPS,TRK53778706,delivered
3179,3179,2024-12-25,2025-01-01,UPS,TRK05744715,shipped
3180,3180,2025-07-28,2025-08-11,DHL,TRK85042431,shipped
3181,3181,2025-05-07,2025-05-17,FedEx,TRK16459608,delivered
3182,3182,2024-07-29,2024-08-08,UPS,TRK89049594,cancelled
3183,3183,2024-07-23,2024-07-24,UPS,TRK91411471,delivered
3184,3184,2024-07-06,2024-07-07,UPS,TRK51700610,shipped
3185,3185,,,UPS,TRK69882933,delivered
3186,3186,2023-09-16,2023-09-18,FedEx,TRK45403897,delivered
3187,3187,2024-05-02,2024-05-08,Aramex,TRK83736341,delivered
3188,3188,2024-02-07,2024-02-08,FedEx,TRK95232655,delivered
3189,3189,2024-10-25,2024-11-02,Aramex,TRK60338838,delivered
3190,3190,2025-05-20,2025-05-27,Aramex,TRK32013066,delivered
3191,3191,2024-12-02,2024-12-05,Aramex,TRK25681048,delivered
3192,3192,2023-12-13,2023-12-15,DHL,TRK26849265,delivered
3193,3193,2024-01-10,2024-01-11,DHL,TRK46765720,delivered
3194,3194,2023-12-30,2024-01-04,UPS,TRK54717971,delivered
3195,3195,2024-09-20,,DHL,TRK65829723,delivered
3196,3196,2025-05-28,,UPS,TRK61007090,delivered
3197,3197,2023-11-18,,USPS,TRK96478270,delivered
3198,3198,2025-09-01,2025-09-03,FedEx,TRK14729025,pending
3199,3199,2025-02-20,2025-02-21,UPS,TRK12226668,delivered
3200,3200,2025-06-22,2025-07-05,Aramex,TRK83395147,delivered
3201,3201,2024-04-30,2024-05-03,USPS,TRK23865622,delivered
3202,3202,2025-08-11,2025-08-24,Aramex,TRK19258544,delivered
3203,3203,2023-12-08,,UPS,TRK55032854,delivered
3204,3204,2024-05-13,2024-05-23,DHL,TRK40847442,delivered
3205,3205,2024-04-20,,FedEx,TRK43855484,shipped
3206,3206,2024-10-10,2024-10-20,Aramex,TRK10016538,delivered
3207,3207,2024-06-12,2024-06-26,USPS,TRK18736276,delivered
3208,3208,,,FedEx,TRK49297860,shipped
3209,3209,2025-07-18,2025-07-20,Aramex,TRK41631349,delivered
3210,3210,2025-07-01,2025-07-14,DHL,TRK07346643,delivered
3211,3211,2024-11-12,2024-11-24,USPS,TRK33620442,pending
3212,3212,2025-05-05,,DHL,TRK52537671,delivered
3213,3213,2023-10-11,2023-10-22,UPS,TRK79385104,delivered
3214,3214,,,UPS,TRK66475161,delivered
3215,3215,2024-12-30,2025-01-10,UPS,TRK63852087,delivered
3216,3216,,,FedEx,TRK35226489,delivered
3217,3217,2023-11-19,2023-11-26,DHL,TRK94311511,delivered
3218,3218,2023-12-31,2024-01-02,UPS,TRK87496032,delivered
3219,3219,2025-08-21,2025-09-03,UPS,TRK80387832,delivered
3220,3220,,,USPS,TRK08257212,delivered
3221,3221,2025-07-24,2025-07-26,UPS,TRK68234644,delivered
3222,3222,2024-08-29,2024-09-11,USPS,TRK24819128,delivered
3223,3223,2024-06-06,2024-06-19,UPS,TRK43801809,delivered
3224,3224,2023-09-26,,Aramex,TRK02040421,delivered
3225,3225,2025-06-19,2025-06-28,UPS,TRK88220354,delivered
3226,3226,2023-10-05,,UPS,TRK06662766,delivered
3227,3227,,,FedEx,TRK00503284,delivered
3228,3228,2023-10-23,2023-10-31,UPS,TRK60153459,delivered
3229,3229,2024-04-20,2024-04-24,DHL,TRK20960404,delivered
3230,3230,,,UPS,TRK36756255,shipped
3231,3231,2024-08-31,2024-09-10,FedEx,TRK38330346,delivered
3232,3232,2024-04-14,,UPS,TRK85449299,delivered
3233,3233,2025-08-11,,Aramex,TRK90369172,delivered
3234,3234,2024-06-07,2024-06-15,DHL,TRK79929925,delivered
