shipping_sk,shipping_id,carrier,tracking_number,shipping_status,entry_date_key
8641,8641,Aramex,TRK38011097,shipped,20250928
8642,8642,DHL,TRK58734438,shipped,20250928
8643,8643,FedEx,TRK81791184,shipped,20250928
8644,8644,Aramex,TRK24706711,delivered,20250928
8645,8645,USPS,TRK42759200,delivered,20250928
8646,8646,USPS,TRK22821729,delivered,20250928
8647,8647,UPS,TRK75634334,shipped,20250928
8648,8648,FedEx,TRK30477438,delivered,20250928
8649,8649,FedEx,TRK61220070,delivered,20250928
8650,8650,DHL,TRK95174206,delivered,20250928
8651,8651,FedEx,TRK69469756,delivered,20250928
8652,8652,USPS,TRK62833780,delivered,20250928
8653,8653,USPS,TRK45770736,delivered,20250928
8654,8654,FedEx,TRK86961294,shipped,20250928
8655,8655,FedEx,TRK73980898,delivered,20250928
8656,8656,DHL,TRK80906374,delivered,20250928
8657,8657,FedEx,TRK42811897,shipped,20250928
8658,8658,Aramex,TRK81448773,shipped,20250928
8659,8659,USPS,TRK35247438,delivered,20250928
8660,8660,UPS,TRK89887492,delivered,20250928
8661,8661,Aramex,TRK55842472,delivered,20250928
8662,8662,Aramex,TRK68881152,delivered,20250928
8663,8663,DHL,TRK02143882,cancelled,20250928
8664,8664,FedEx,TRK48852156,delivered,20250928
8665,8665,DHL,TRK68663846,delivered,20250928
8666,8666,Aramex,TRK60530424,delivered,20250928
8667,8667,DHL,TRK41665496,delivered,20250928
8668,8668,USPS,TRK89955691,delivered,20250928
8669,8669,USPS,TRK49670628,cancelled,20250928
8670,8670,UPS,TRK05644808,delivered,20250928
8671,8671,Aramex,TRK68419620,delivered,20250928
8672,8672,USPS,TRK40551117,pending,20250928
8673,8673,USPS,TRK02678341,delivered,20250928
8674,8674,Aramex,TRK73135231,shipped,20250928
8675,8675,UPS,TRK88605290,delivered,20250928
8676,8676,USPS,TRK37197030,delivered,20250928
8677,8677,DHL,TRK27147692,delivered,20250928
8678,8678,Aramex,TRK16813566,pending,20250928
8679,8679,DHL,TRK24851797,shipped,20250928
8680,8680,Aramex,TRK92404135,shipped,20250928
8681,8681,FedEx,TRK03846697,shipped,20250928
8682,8682,UPS,TRK59817956,pending,20250928
8683,8683,FedEx,TRK30319022,shipped,20250928
8684,8684,UPS,TRK09349465,delivered,20250928
8685,8685,UPS,TRK92675013,delivered,20250928
8686,8686,Aramex,TRK37089509,delivered,20250928
8687,8687,UPS,TRK06140867,delivered,20250928
8688,8688,FedEx,TRK07229952,delivered,20250928
8689,8689,DHL,TRK52589775,delivered,20250928
8690,8690,USPS,TRK31127748,delivered,20250928
8691,8691,FedEx,TRK55666026,delivered,20250928
8692,8692,FedEx,TRK35023783,delivered,20250928
8693,8693,FedEx,TRK51142852,delivered,20250928
8694,8694,DHL,TRK54638984,delivered,20250928
8695,8695,UPS,TRK01125906,shipped,20250928
8696,8696,DHL,TRK13985511,shipped,20250928
8697,8697,Aramex,TRK98362288,delivered,20250928
8698,8698,UPS,TRK94854739,delivered,20250928
8699,8699,FedEx,TRK59957873,delivered,20250928
8700,8700,UPS,TRK47470975,delivered,20250928
8701,8701,DHL,TRK07795961,delivered,20250928
8702,8702,FedEx,TRK84710544,cancelled,20250928
8703,8703,USPS,TRK51901990,delivered,20250928
8704,8704,DHL,TRK77938274,delivered,20250928
8705,8705,FedEx,TRK07372460,delivered,20250928
8706,8706,DHL,TRK39975920,delivered,20250928
8707,8707,DHL,TRK78896207,delivered,20250928
8708,8708,Aramex,TRK24878993,delivered,20250928
8709,8709,DHL,TRK57073490,delivered,20250928
8710,8710,FedEx,TRK16353005,delivered,20250928
8711,8711,USPS,TRK30584295,delivered,20250928
8712,8712,DHL,TRK39170731,delivered,20250928
8713,8713,FedEx,TRK97113221,delivered,20250928
8714,8714,UPS,TRK28270696,delivered,20250928
8715,8715,Aramex,TRK29197943,shipped,20250928
8716,8716,DHL,TRK77295662,delivered,20250928
8717,8717,UPS,TRK25166051,delivered,20250928
8718,8718,USPS,TRK63701503,delivered,20250928
8719,8719,FedEx,TRK02418222,delivered,20250928
8720,8720,FedEx,TRK82644654,shipped,20250928
8721,8721,Aramex,TRK35053752,shipped,20250928
8722,8722,USPS,TRK50169491,delivered,20250928
8723,8723,DHL,TRK19861657,delivered,20250928
8724,8724,FedEx,TRK13068576,pending,20250928
8725,8725,USPS,TRK68559757,delivered,20250928
8726,8726,Aramex,TRK52846054,delivered,20250928
8727,8727,DHL,TRK58421138,delivered,20250928
8728,8728,DHL,TRK47267910,shipped,20250928
8729,8729,Aramex,TRK41695146,delivered,20250928
8730,8730,USPS,TRK06992922,pending,20250928
8731,8731,UPS,TRK20769217,delivered,20250928
8732,8732,FedEx,TRK84200756,delivered,20250928
8733,8733,DHL,TRK81751619,shipped,20250928
8734,8734,FedEx,TRK75266099,cancelled,20250928
8735,8735,UPS,TRK51165955,cancelled,20250928
8736,8736,FedEx,TRK75971449,delivered,20250928
8737,8737,DHL,TRK57974584,pending,20250928
8738,8738,DHL,TRK07891229,delivered,20250928
8739,8739,FedEx,TRK45693544,cancelled,20250928
8740,8740,UPS,TRK47482639,delivered,20250928
8741,8741,UPS,TRK23779287,delivered,20250928
8742,8742,FedEx,TRK22273412,delivered,20250928
8743,8743,DHL,TRK66309191,delivered,20250928
8744,8744,DHL,TRK05418073,delivered,20250928
8745,8745,UPS,TRK66245731,delivered,20250928
8746,8746,Aramex,TRK55967384,delivered,20250928
8747,8747,DHL,TRK80810799,delivered,20250928
8748,8748,UPS,TRK24902318,delivered,20250928
8749,8749,UPS,TRK20942240,shipped,20250928
8750,8750,DHL,TRK87829512,delivered,20250928
8751,8751,USPS,TRK76154141,shipped,20250928
8752,8752,USPS,TRK83926408,delivered,20250928
8753,8753,USPS,TRK37987329,delivered,20250928
8754,8754,DHL,TRK84908443,delivered,20250928
8755,8755,USPS,TRK90095772,delivered,20250928
8756,8756,DHL,TRK87873168,shipped,20250928
8757,8757,FedEx,TRK78826051,cancelled,20250928
8758,8758,FedEx,TRK36355322,shipped,20250928
8759,8759,DHL,TRK03916883,delivered,20250928
8760,8760,FedEx,TRK13835679,delivered,20250928
8761,8761,DHL,TRK52941925,pending,20250928
8762,8762,Aramex,TRK05230820,delivered,20250928
8763,8763,UPS,TRK50863824,pending,20250928
8764,8764,Aramex,TRK42574823,delivered,20250928
8765,8765,Aramex,TRK23662955,delivered,20250928
8766,8766,FedEx,TRK39471825,shipped,20250928
8767,8767,Aramex,TRK09421604,delivered,20250928
8768,8768,FedEx,TRK30408840,delivered,20250928
8769,8769,UPS,TRK12960576,shipped,20250928
8770,8770,UPS,TRK81130183,delivered,20250928
8771,8771,Aramex,TRK27855802,delivered,20250928
8772,8772,USPS,TRK07991587,delivered,20250928
8773,8773,USPS,TRK04809367,pending,20250928
8774,8774,USPS,TRK39790505,delivered,20250928
8775,8775,Aramex,TRK64540294,delivered,20250928
8776,8776,UPS,TRK97784080,delivered,20250928
8777,8777,DHL,TRK94761743,delivered,20250928
8778,8778,DHL,TRK68527336,cancelled,20250928
8779,8779,FedEx,TRK21954616,delivered,20250928
8780,8780,DHL,TRK80306266,delivered,20250928
8781,8781,FedEx,TRK03808984,delivered,20250928
8782,8782,DHL,TRK98857688,shipped,20250928
8783,8783,DHL,TRK91796847,delivered,20250928
8784,8784,DHL,TRK85206370,delivered,20250928
8785,8785,UPS,TRK33196359,pending,20250928
8786,8786,DHL,TRK48934695,delivered,20250928
8787,8787,USPS,TRK04784670,delivered,20250928
8788,8788,UPS,TRK81774120,delivered,20250928
8789,8789,FedEx,TRK00770617,delivered,20250928
8790,8790,UPS,TRK50349124,delivered,20250928
8791,8791,USPS,TRK81601388,pending,20250928
8792,8792,USPS,TRK62339997,delivered,20250928
8793,8793,Aramex,TRK54961712,delivered,20250928
8794,8794,FedEx,TRK23677505,delivered,20250928
8795,8795,USPS,TRK62262393,delivered,20250928
8796,8796,USPS,TRK50086540,shipped,20250928
8797,8797,DHL,TRK39603673,delivered,20250928
8798,8798,UPS,TRK45876737,delivered,20250928
8799,8799,UPS,TRK36529454,delivered,20250928
8800,8800,Aramex,TRK72002454,delivered,20250928
8801,8801,USPS,TRK21904096,delivered,20250928
8802,8802,Aramex,TRK35758358,delivered,20250928
8803,8803,UPS,TRK98184328,delivered,20250928
8804,8804,Aramex,TRK37930859,shipped,20250928
8805,8805,FedEx,TRK41572101,delivered,20250928
8806,8806,USPS,TRK40231239,delivered,20250928
8807,8807,UPS,TRK28225711,shipped,20250928
8808,8808,DHL,TRK21118045,cancelled,20250928
8809,8809,UPS,TRK88780280,shipped,20250928
8810,8810,FedEx,TRK63263224,delivered,20250928
8811,8811,USPS,TRK53911071,delivered,20250928
8812,8812,FedEx,TRK81301216,shipped,20250928
8813,8813,Aramex,TRK38063383,delivered,20250928
8814,8814,USPS,TRK05103045,delivered,20250928
8815,8815,DHL,TRK40799361,delivered,20250928
8816,8816,UPS,TRK44203767,shipped,20250928
8817,8817,DHL,TRK96656303,pending,20250928
8818,8818,Aramex,TRK35868235,shipped,20250928
8819,8819,UPS,TRK68697458,delivered,20250928
8820,8820,DHL,TRK81604172,pending,20250928
8821,8821,FedEx,TRK06514212,delivered,20250928
8822,8822,DHL,TRK77967525,delivered,20250928
8823,8823,USPS,TRK72113329,shipped,20250928
8824,8824,USPS,TRK42244748,delivered,20250928
8825,8825,Aramex,TRK26425624,delivered,20250928
8826,8826,FedEx,TRK48446317,delivered,20250928
8827,8827,FedEx,TRK07126751,delivered,20250928
8828,8828,Aramex,TRK30834234,delivered,20250928
8829,8829,FedEx,TRK64254210,delivered,20250928
8830,8830,UPS,TRK17141894,delivered,20250928
8831,8831,Aramex,TRK15466460,delivered,20250928
8832,8832,DHL,TRK63307971,delivered,20250928
8833,8833,USPS,TRK06926020,delivered,20250928
8834,8834,DHL,TRK61491164,delivered,20250928
8835,8835,USPS,TRK44613702,shipped,20250928
8836,8836,FedEx,TRK60508905,delivered,20250928
8837,8837,UPS,TRK87745715,delivered,20250928
8838,8838,Aramex,TRK05453246,delivered,20250928
8839,8839,USPS,TRK22482715,shipped,20250928
8840,8840,FedEx,TRK71695015,delivered,20250928
8841,8841,UPS,TRK68706846,delivered,20250928
8842,8842,FedEx,TRK57648869,shipped,20250928
8843,8843,DHL,TRK25491733,shipped,20250928
8844,8844,USPS,TRK32762519,delivered,20250928
8845,8845,Aramex,TRK67177525,shipped,20250928
8846,8846,Aramex,TRK20901364,delivered,20250928
8847,8847,UPS,TRK73490989,pending,20250928
8848,8848,DHL,TRK11347517,delivered,20250928
8849,8849,USPS,TRK89960133,delivered,20250928
8850,8850,USPS,TRK70620868,delivered,20250928
8851,8851,UPS,TRK67716672,shipped,20250928
8852,8852,Aramex,TRK19683658,delivered,20250928
8853,8853,FedEx,TRK22173490,pending,20250928
8854,8854,USPS,TRK29428394,delivered,20250928
8855,8855,FedEx,TRK26791179,delivered,20250928
8856,8856,FedEx,TRK19862198,pending,20250928
8857,8857,Aramex,TRK57457138,delivered,20250928
8858,8858,FedEx,TRK15552238,delivered,20250928
8859,8859,DHL,TRK53127382,delivered,20250928
8860,8860,DHL,TRK16881475,delivered,20250928
8861,8861,FedEx,TRK75874655,delivered,20250928
8862,8862,DHL,TRK23705024,delivered,20250928
8863,8863,UPS,TRK22060649,delivered,20250928
8864,8864,FedEx,TRK46922926,delivered,20250928
8865,8865,FedEx,TRK90066093,delivered,20250928
8866,8866,Aramex,TRK08566047,delivered,20250928
8867,8867,FedEx,TRK29982049,shipped,20250928
8868,8868,DHL,TRK89281146,delivered,20250928
8869,8869,USPS,TRK93943890,delivered,20250928
8870,8870,USPS,TRK94507949,delivered,20250928
8871,8871,USPS,TRK05515349,shipped,20250928
8872,8872,USPS,TRK31162994,delivered,20250928
8873,8873,DHL,TRK42547872,delivered,20250928
8874,8874,UPS,TRK07038918,delivered,20250928
8875,8875,DHL,TRK35019839,delivered,20250928
8876,8876,Aramex,TRK79221512,delivered,20250928
8877,8877,FedEx,TRK37793904,delivered,20250928
8878,8878,DHL,TRK42222508,delivered,20250928
8879,8879,FedEx,TRK88507492,delivered,20250928
8880,8880,USPS,TRK97242173,delivered,20250928
8881,8881,DHL,TRK76029149,shipped,20250928
8882,8882,FedEx,TRK57263880,shipped,20250928
8883,8883,UPS,TRK78153215,delivered,20250928
8884,8884,USPS,TRK27940325,delivered,20250928
8885,8885,UPS,TRK03495698,shipped,20250928
8886,8886,FedEx,TRK20489203,shipped,20250928
8887,8887,DHL,TRK49895121,pending,20250928
8888,8888,UPS,TRK41772132,shipped,20250928
8889,8889,UPS,TRK21083679,delivered,20250928
8890,8890,UPS,TRK85334565,delivered,20250928
8891,8891,UPS,TRK86076510,delivered,20250928
8892,8892,FedEx,TRK79578550,delivered,20250928
8893,8893,DHL,TRK81419127,shipped,20250928
8894,8894,UPS,TRK79121544,shipped,20250928
8895,8895,UPS,TRK43255323,delivered,20250928
8896,8896,USPS,TRK00011000,delivered,20250928
8897,8897,Aramex,TRK08264878,shipped,20250928
8898,8898,UPS,TRK26834689,delivered,20250928
8899,8899,UPS,TRK63631713,shipped,20250928
8900,8900,USPS,TRK61454841,delivered,20250928
8901,8901,Aramex,TRK93651156,delivered,20250928
8902,8902,DHL,TRK87015042,delivered,20250928
8903,8903,Aramex,TRK27708313,delivered,20250928
8904,8904,Aramex,TRK76219670,pending,20250928
8905,8905,UPS,TRK95877868,delivered,20250928
8906,8906,FedEx,TRK51852077,delivered,20250928
8907,8907,UPS,TRK34363290,delivered,20250928
8908,8908,UPS,TRK79536474,delivered,20250928
8909,8909,DHL,TRK51967770,delivered,20250928
8910,8910,UPS,TRK63680770,delivered,20250928
8911,8911,USPS,TRK52572587,delivered,20250928
8912,8912,USPS,TRK14306533,shipped,20250928
8913,8913,FedEx,TRK53071677,delivered,20250928
8914,8914,UPS,TRK63797375,delivered,20250928
8915,8915,Aramex,TRK40778680,delivered,20250928
8916,8916,DHL,TRK50429645,delivered,20250928
8917,8917,DHL,TRK36418431,cancelled,20250928
8918,8918,USPS,TRK21002057,delivered,20250928
8919,8919,FedEx,TRK89312884,delivered,20250928
8920,8920,DHL,TRK58250655,delivered,20250928
8921,8921,USPS,TRK80107910,shipped,20250928
8922,8922,UPS,TRK93660450,delivered,20250928
8923,8923,USPS,TRK29173011,delivered,20250928
8924,8924,FedEx,TRK12974144,delivered,20250928
8925,8925,FedEx,TRK33846686,delivered,20250928
8926,8926,USPS,TRK15151305,delivered,20250928
8927,8927,UPS,TRK55534140,shipped,20250928
8928,8928,FedEx,TRK18907379,delivered,20250928
8929,8929,UPS,TRK28458133,delivered,20250928
8930,8930,DHL,TRK17542757,delivered,20250928
8931,8931,FedEx,TRK18419753,pending,20250928
8932,8932,USPS,TRK07897484,delivered,20250928
8933,8933,USPS,TRK19553869,shipped,20250928
8934,8934,DHL,TRK76389649,delivered,20250928
8935,8935,DHL,TRK32425763,shipped,20250928
8936,8936,FedEx,TRK20893515,delivered,20250928
8937,8937,UPS,TRK18993987,shipped,20250928
8938,8938,USPS,TRK11090957,shipped,20250928
8939,8939,USPS,TRK63245285,shipped,20250928
8940,8940,USPS,TRK20673363,delivered,20250928
8941,8941,USPS,TRK68820044,shipped,20250928
8942,8942,DHL,TRK58873258,delivered,20250928
8943,8943,FedEx,TRK02847963,shipped,20250928
8944,8944,FedEx,TRK69892128,delivered,20250928
8945,8945,UPS,TRK98193560,delivered,20250928
8946,8946,USPS,TRK12643313,delivered,20250928
8947,8947,UPS,TRK26781366,delivered,20250928
8948,8948,DHL,TRK45072322,pending,20250928
8949,8949,FedEx,TRK65337266,delivered,20250928
8950,8950,UPS,TRK24940945,pending,20250928
8951,8951,DHL,TRK06764292,shipped,20250928
8952,8952,UPS,TRK29336981,delivered,20250928
8953,8953,DHL,TRK41375514,pending,20250928
8954,8954,UPS,TRK85148638,shipped,20250928
8955,8955,DHL,TRK36624583,delivered,20250928
8956,8956,Aramex,TRK12790325,delivered,20250928
8957,8957,DHL,TRK79194368,delivered,20250928
8958,8958,USPS,TRK79141898,delivered,20250928
8959,8959,UPS,TRK62716710,delivered,20250928
8960,8960,USPS,TRK60691466,delivered,20250928
8961,8961,UPS,TRK61510143,delivered,20250928
8962,8962,Aramex,TRK83711271,delivered,20250928
8963,8963,Aramex,TRK55481232,delivered,20250928
8964,8964,USPS,TRK62253695,delivered,20250928
8965,8965,DHL,TRK07971532,delivered,20250928
8966,8966,FedEx,TRK63378852,delivered,20250928
8967,8967,USPS,TRK84010256,shipped,20250928
8968,8968,Aramex,TRK40542557,delivered,20250928
8969,8969,Aramex,TRK78447014,delivered,20250928
8970,8970,Aramex,TRK93167913,shipped,20250928
8971,8971,DHL,TRK71554704,delivered,20250928
8972,8972,Aramex,TRK41816480,delivered,20250928
8973,8973,USPS,TRK32373072,shipped,20250928
8974,8974,USPS,TRK44123371,delivered,20250928
8975,8975,Aramex,TRK43867385,delivered,20250928
8976,8976,UPS,TRK60260575,delivered,20250928
8977,8977,DHL,TRK47913909,pending,20250928
8978,8978,UPS,TRK57487200,delivered,20250928
8979,8979,USPS,TRK71621864,delivered,20250928
8980,8980,USPS,TRK32391644,delivered,20250928
8981,8981,DHL,TRK04208268,delivered,20250928
8982,8982,UPS,TRK71701020,delivered,20250928
8983,8983,FedEx,TRK78267213,delivered,20250928
8984,8984,USPS,TRK37694247,delivered,20250928
8985,8985,DHL,TRK12530340,delivered,20250928
8986,8986,FedEx,TRK05475433,delivered,20250928
8987,8987,UPS,TRK99012220,delivered,20250928
8988,8988,Aramex,TRK18777768,cancelled,20250928
8989,8989,UPS,TRK80993372,delivered,20250928
8990,8990,USPS,TRK76871552,delivered,20250928
8991,8991,USPS,TRK16282317,pending,20250928
8992,8992,USPS,TRK82461568,delivered,20250928
8993,8993,DHL,TRK17155325,shipped,20250928
8994,8994,Aramex,TRK90332720,cancelled,20250928
8995,8995,USPS,TRK50404671,shipped,20250928
8996,8996,DHL,TRK16543463,delivered,20250928
8997,8997,USPS,TRK89658548,delivered,20250928
8998,8998,DHL,TRK59010021,delivered,20250928
8999,8999,FedEx,TRK04106329,delivered,20250928
9000,9000,USPS,TRK47463071,delivered,20250928
9042,9042,USPS,TRK87575459,delivered,20250928
9043,9043,Aramex,TRK27421738,delivered,20250928
9044,9044,Aramex,TRK44745806,delivered,20250928
9045,9045,FedEx,TRK34627874,delivered,20250928
9046,9046,DHL,TRK56229361,cancelled,20250928
9047,9047,USPS,TRK10286039,delivered,20250928
9048,9048,USPS,TRK04942357,shipped,20250928
9049,9049,USPS,TRK46782895,delivered,20250928
9050,9050,DHL,TRK10570588,delivered,20250928
9051,9051,FedEx,TRK57492470,delivered,20250928
9052,9052,DHL,TRK57027380,shipped,20250928
9053,9053,Aramex,TRK02237769,shipped,20250928
9054,9054,DHL,TRK71450303,shipped,20250928
9055,9055,DHL,TRK28962597,delivered,20250928
9056,9056,Aramex,TRK11327031,delivered,20250928
9057,9057,FedEx,TRK09206628,delivered,20250928
9058,9058,FedEx,TRK69814472,shipped,20250928
9059,9059,UPS,TRK15245984,delivered,20250928
9060,9060,DHL,TRK75057258,shipped,20250928
9061,9061,UPS,TRK70924960,delivered,20250928
9062,9062,FedEx,TRK95467431,delivered,20250928
9063,9063,UPS,TRK11526157,delivered,20250928
9064,9064,FedEx,TRK09119622,delivered,20250928
9065,9065,DHL,TRK06410620,shipped,20250928
9066,9066,Aramex,TRK01454637,shipped,20250928
9067,9067,FedEx,TRK62948032,delivered,20250928
9068,9068,UPS,TRK05189661,shipped,20250928
9069,9069,DHL,TRK26126327,delivered,20250928
9070,9070,UPS,TRK69417830,delivered,20250928
9071,9071,DHL,TRK93760519,shipped,20250928
9072,9072,Aramex,TRK78288699,delivered,20250928
9073,9073,USPS,TRK71030997,shipped,20250928
9074,9074,Aramex,TRK52761921,delivered,20250928
9075,9075,UPS,TRK35287208,pending,20250928
9076,9076,DHL,TRK21203189,delivered,20250928
9077,9077,USPS,TRK22343464,delivered,20250928
9078,9078,DHL,TRK24500934,delivered,20250928
9079,9079,Aramex,TRK44190035,delivered,20250928
9080,9080,FedEx,TRK96655083,delivered,20250928
9081,9081,Aramex,TRK45292477,delivered,20250928
9082,9082,DHL,TRK75881814,shipped,20250928
9083,9083,FedEx,TRK42020327,delivered,20250928
9084,9084,DHL,TRK51891425,delivered,20250928
9085,9085,UPS,TRK97622648,shipped,20250928
9086,9086,DHL,TRK04207766,delivered,20250928
9087,9087,FedEx,TRK51221257,delivered,20250928
9088,9088,DHL,TRK83959550,delivered,20250928
9089,9089,USPS,TRK96073308,delivered,20250928
9090,9090,UPS,TRK95519135,delivered,20250928
9091,9091,DHL,TRK22519658,delivered,20250928
9092,9092,UPS,TRK51752974,delivered,20250928
9093,9093,FedEx,TRK31270791,delivered,20250928
9094,9094,Aramex,TRK25043370,delivered,20250928
9095,9095,DHL,TRK34840820,delivered,20250928
9096,9096,UPS,TRK97429505,pending,20250928
9097,9097,Aramex,TRK95558241,shipped,20250928
9098,9098,UPS,TRK08230701,delivered,20250928
9099,9099,USPS,TRK36172130,delivered,20250928
9100,9100,UPS,TRK00525341,delivered,20250928
9101,9101,UPS,TRK93525774,shipped,20250928
9102,9102,Aramex,TRK93619474,delivered,20250928
9103,9103,FedEx,TRK09586195,delivered,20250928
9104,9104,DHL,TRK82175074,delivered,20250928
9105,9105,USPS,TRK10041224,shipped,20250928
9106,9106,DHL,TRK90275827,delivered,20250928
9107,9107,USPS,TRK75154949,delivered,20250928
9108,9108,UPS,TRK44071576,shipped,20250928
9109,9109,UPS,TRK43104236,delivered,20250928
9110,9110,DHL,TRK58987560,delivered,20250928
9111,9111,USPS,TRK63442519,delivered,20250928
9112,9112,DHL,TRK18250864,shipped,20250928
9113,9113,Aramex,TRK31430658,delivered,20250928
9114,9114,UPS,TRK20905961,delivered,20250928
9115,9115,FedEx,TRK26181903,delivered,20250928
9116,9116,FedEx,TRK24657178,shipped,20250928
9117,9117,DHL,TRK57056944,delivered,20250928
9118,9118,Aramex,TRK65705770,delivered,20250928
9119,9119,FedEx,TRK38614213,delivered,20250928
9120,9120,UPS,TRK57223518,shipped,20250928
9121,9121,UPS,TRK59570864,delivered,20250928
9122,9122,UPS,TRK44789180,pending,20250928
9123,9123,FedEx,TRK50248875,cancelled,20250928
9124,9124,FedEx,TRK61264696,delivered,20250928
9125,9125,FedEx,TRK83832863,delivered,20250928
9126,9126,USPS,TRK14118154,delivered,20250928
9127,9127,DHL,TRK50862624,shipped,20250928
9128,9128,Aramex,TRK49950645,delivered,20250928
9129,9129,DHL,TRK59423202,delivered,20250928
9130,9130,USPS,TRK05298783,delivered,20250928
9131,9131,DHL,TRK14751839,shipped,20250928
9132,9132,Aramex,TRK97862087,delivered,20250928
9133,9133,FedEx,TRK46687506,delivered,20250928
9134,9134,UPS,TRK74055219,delivered,20250928
9135,9135,FedEx,TRK31090291,shipped,20250928
9136,9136,FedEx,TRK73712529,shipped,20250928
9137,9137,USPS,TRK99633118,delivered,20250928
9138,9138,DHL,TRK81883787,delivered,20250928
9139,9139,FedEx,TRK67434134,delivered,20250928
9140,9140,DHL,TRK20557957,delivered,20250928
9141,9141,DHL,TRK78998854,shipped,20250928
9142,9142,DHL,TRK26468027,shipped,20250928
9143,9143,UPS,TRK65505794,cancelled,20250928
9144,9144,UPS,TRK45551933,delivered,20250928
9145,9145,FedEx,TRK07385757,shipped,20250928
9146,9146,FedEx,TRK20362454,delivered,20250928
9147,9147,Aramex,TRK76184526,delivered,20250928
9148,9148,UPS,TRK63147018,delivered,20250928
9149,9149,DHL,TRK97495018,delivered,20250928
9150,9150,USPS,TRK07900687,delivered,20250928
9151,9151,USPS,TRK62159208,shipped,20250928
9152,9152,Aramex,TRK42715744,shipped,20250928
9153,9153,DHL,TRK57010581,delivered,20250928
9154,9154,USPS,TRK85025013,delivered,20250928
9155,9155,USPS,TRK21303011,delivered,20250928
9156,9156,DHL,TRK43127716,shipped,20250928
9157,9157,UPS,TRK11593331,shipped,20250928
9158,9158,FedEx,TRK08351699,shipped,20250928
9159,9159,FedEx,TRK83729685,delivered,20250928
9160,9160,UPS,TRK00595807,delivered,20250928
9161,9161,FedEx,TRK78797731,delivered,20250928
9162,9162,FedEx,TRK95242621,pending,20250928
9163,9163,DHL,TRK26715284,delivered,20250928
9164,9164,UPS,TRK15459131,delivered,20250928
9165,9165,UPS,TRK17996669,delivered,20250928
9166,9166,Aramex,TRK64689870,cancelled,20250928
9167,9167,DHL,TRK81690969,delivered,20250928
9168,9168,FedEx,TRK04671122,delivered,20250928
9169,9169,FedEx,TRK97307753,shipped,20250928
9170,9170,DHL,TRK08723902,pending,20250928
9171,9171,UPS,TRK46877842,delivered,20250928
9172,9172,UPS,TRK88987220,delivered,20250928
9173,9173,UPS,TRK78848480,delivered,20250928
9174,9174,Aramex,TRK05555523,delivered,20250928
9175,9175,UPS,TRK10993776,delivered,20250928
9176,9176,UPS,TRK90757426,delivered,20250928
9177,9177,USPS,TRK93380692,delivered,20250928
9178,9178,Aramex,TRK21672540,delivered,20250928
9179,9179,FedEx,TRK00803795,delivered,20250928
9180,9180,UPS,TRK81107774,delivered,20250928
9181,9181,USPS,TRK70060378,delivered,20250928
9182,9182,UPS,TRK12647249,shipped,20250928
9183,9183,FedEx,TRK69288809,delivered,20250928
9184,9184,UPS,TRK56947983,delivered,20250928
9185,9185,USPS,TRK80633540,shipped,20250928
9186,9186,USPS,TRK80596378,delivered,20250928
9187,9187,USPS,TRK62159228,delivered,20250928
9188,9188,UPS,TRK33153903,delivered,20250928
9189,9189,FedEx,TRK35688087,delivered,20250928
9190,9190,USPS,TRK93669683,delivered,20250928
9191,9191,UPS,TRK21575793,delivered,20250928
9192,9192,UPS,TRK29042225,delivered,20250928
9193,9193,DHL,TRK77686551,delivered,20250928
9194,9194,USPS,TRK35820513,shipped,20250928
9195,9195,FedEx,TRK43362191,delivered,20250928
9196,9196,USPS,TRK83635654,delivered,20250928
9197,9197,FedEx,TRK47504904,delivered,20250928
9198,9198,USPS,TRK90164978,delivered,20250928
9199,9199,Aramex,TRK72285018,delivered,20250928
9200,9200,DHL,TRK99287243,shipped,20250928
9201,9201,Aramex,TRK06046821,shipped,20250928
9202,9202,USPS,TRK69607922,shipped,20250928
9203,9203,DHL,TRK84836245,delivered,20250928
9204,9204,UPS,TRK93449687,cancelled,20250928
9205,9205,DHL,TRK10184763,shipped,20250928
9206,9206,FedEx,TRK79718845,delivered,20250928
9207,9207,FedEx,TRK41480525,delivered,20250928
9208,9208,USPS,TRK56987740,delivered,20250928
9209,9209,DHL,TRK40820716,delivered,20250928
9210,9210,DHL,TRK67536301,delivered,20250928
9211,9211,DHL,TRK34511690,delivered,20250928
9212,9212,FedEx,TRK66643741,delivered,20250928
9213,9213,FedEx,TRK88599959,delivered,20250928
9214,9214,Aramex,TRK93019396,delivered,20250928
9215,9215,FedEx,TRK40302213,delivered,20250928
9216,9216,USPS,TRK14193344,delivered,20250928
9217,9217,DHL,TRK99919541,delivered,20250928
9218,9218,USPS,TRK08427183,delivered,20250928
9219,9219,DHL,TRK69254034,delivered,20250928
9220,9220,UPS,TRK16269167,delivered,20250928
9221,9221,FedEx,TRK66033798,pending,20250928
9222,9222,Aramex,TRK77814986,delivered,20250928
9223,9223,USPS,TRK91731714,delivered,20250928
9224,9224,DHL,TRK56172828,shipped,20250928
9225,9225,FedEx,TRK70395239,shipped,20250928
9226,9226,Aramex,TRK31705023,delivered,20250928
9227,9227,UPS,TRK92192251,delivered,20250928
9228,9228,UPS,TRK11731415,delivered,20250928
9229,9229,Aramex,TRK61842275,shipped,20250928
9230,9230,UPS,TRK11853393,shipped,20250928
9231,9231,UPS,TRK98721769,delivered,20250928
9232,9232,Aramex,TRK55670468,delivered,20250928
