cart_id,customer_id,created_at
1161,6355,2025-04-03
1162,5425,2024-09-21
1163,8465,2025-06-20
1164,3352,2025-02-16
1165,647,2025-05-05
1166,3705,2025-02-20
1167,7917,2025-03-08
1168,2575,2025-08-03
1169,5056,2025-07-18
1170,9287,2025-01-23
1171,8128,2025-08-22
1172,6264,2025-07-27
1173,2805,2025-01-07
1174,4723,2025-06-11
1175,7118,2025-02-18
1176,1653,2025-01-12
1177,1023,2024-10-25
1178,1852,2025-04-16
1179,1345,2025-05-12
1180,3428,2025-01-22
1181,188,2025-06-16
1182,1385,2025-02-08
1183,6442,2025-02-04
1184,412,2025-04-18
1185,723,2024-12-13
1186,3805,2024-10-06
1187,5066,2025-09-04
1188,8371,2025-08-24
1189,8625,2024-12-21
1190,6725,2025-07-13
1191,7476,2024-12-22
1192,5096,2025-03-31
1193,550,2025-02-13
1194,8719,2025-05-13
1195,7283,2025-04-04
1196,1905,2025-04-15
1197,1798,2025-05-27
1198,4514,2024-12-24
1199,6164,2025-07-22
1200,2349,2024-10-18
1201,2868,2024-10-17
1202,5151,2025-02-24
1203,5535,2025-04-12
1204,2848,2025-06-04
1205,9889,2025-01-07
1206,7296,2024-11-26
1207,5780,2025-01-30
1208,3098,2025-02-02
1209,7546,2025-08-02
1210,3161,2024-10-03
1211,8690,2024-12-18
1212,9011,2025-03-07
1213,9518,2025-05-30
1214,6352,2025-08-29
1215,3828,2025-04-12
1216,9410,2024-11-06
1217,3915,2025-08-21
1218,7298,2025-08-11
1219,3685,2025-01-31
1220,9165,2025-04-05
1221,5094,2025-06-04
1222,4815,2025-07-09
1223,7920,2025-04-28
1224,79,2025-02-15
1225,3356,2024-11-09
1226,7747,2025-05-23
1227,2073,2024-12-01
1228,8089,2025-01-09
1229,3690,2024-12-30
1230,7459,2025-03-28
1231,7993,2025-03-02
1232,4981,2025-03-02
1233,6615,2025-02-19
1234,8070,2025-03-26
1235,6085,2025-04-26
1236,5655,2025-06-22
1237,5655,2025-05-05
1238,5239,2025-02-22
1239,9275,2025-07-22
1240,4742,2024-12-04
1241,3897,2025-06-07
1242,7209,2024-09-20
1243,6014,2025-04-08
1244,5402,2024-09-30
1245,4754,2025-06-12
1246,4530,2025-08-09
1247,4209,2024-11-17
1248,3931,2024-11-24
1249,8615,2025-03-25
1250,3286,2024-11-23
1251,5443,2025-03-28
1252,6535,2025-03-17
1253,6641,2024-10-08
1254,7440,2025-05-25
1255,4823,2024-11-04
1256,1935,2025-03-19
1257,4327,2025-03-24
1258,25,2024-09-29
1259,4014,2025-04-11
1260,7459,2025-07-29
1261,1258,2024-11-26
1262,2698,2025-05-31
1263,8416,2024-10-15
1264,6586,2025-07-12
1265,8490,2025-04-23
1266,9955,2025-07-09
1267,4710,2024-09-15
1268,1672,2024-10-30
1269,4243,2025-05-26
1270,6922,2024-09-15
1271,5684,2024-12-18
1272,757,2025-08-09
1273,6190,2024-11-05
1274,132,2025-06-28
1275,9087,2024-12-23
1276,6106,2025-02-16
1277,6895,2025-05-11
1278,8630,2024-12-25
1279,4380,2024-10-11
1280,6118,2024-12-12
1281,6543,2024-12-26
1282,739,2025-08-07
1283,9905,2025-03-15
1284,9872,2025-04-20
1285,666,2025-04-21
1286,7523,2025-04-18
1287,2750,2025-02-03
1288,3871,2025-07-01
1289,9663,2025-04-17
1290,6085,2025-04-04
1291,710,2024-09-26
1292,161,2025-01-17
1293,4647,2025-01-30
1294,5796,2025-01-28
1295,4409,2024-12-03
1296,1004,2024-10-15
1297,6288,2024-12-04
1298,6009,2024-09-27
1299,4319,2025-04-24
1300,5985,2025-03-05
1301,9561,2025-08-01
1302,3996,2025-04-11
1303,667,2025-03-02
1304,5556,2025-08-11
1305,5045,2025-06-05
1306,7812,2024-10-07
1307,2089,2025-07-24
1308,3973,2025-04-01
1309,404,2024-12-11
1310,9956,2025-08-11
1311,4540,2025-06-07
1312,9985,2025-05-26
1313,622,2024-11-20
1314,3279,2025-04-26
1315,1498,2025-07-05
1316,7019,2025-08-20
1317,3466,2025-04-17
1318,6705,2025-08-18
1319,392,2025-03-14
1320,5637,2024-10-19
1321,1929,2025-07-20
1322,591,2025-05-06
1323,9674,2025-03-26
1324,4188,2025-02-04
1325,7205,2025-06-04
1326,8949,2025-06-28
1327,8020,2025-07-07
1328,8171,2025-09-09
1329,8896,2025-07-20
1330,4827,2025-08-14
1331,5550,2025-01-21
1332,5332,2025-09-01
1333,4571,2025-07-22
1334,5027,2025-07-19
1335,9684,2025-08-26
1336,7307,2024-09-28
1337,9871,2024-11-09
1338,3486,2025-03-04
1339,6986,2025-06-17
1340,4179,2025-02-03
1341,7707,2025-01-08
1342,2593,2025-04-15
1343,5866,2025-07-27
1344,9470,2024-12-13
1345,218,2025-03-18
1346,630,2024-11-05
1347,7042,2025-03-13
1348,8926,2025-07-29
1349,6424,2024-12-15
1350,927,2024-10-24
1351,138,2025-04-08
1352,6079,2024-12-29
1353,3536,2025-01-21
1354,2748,2025-03-12
1355,7949,2024-10-22
1356,3071,2025-06-17
1357,8599,2025-02-19
1358,57,2024-12-22
1359,6303,2024-10-04
1360,9022,2024-11-28
1361,9603,2025-05-05
1362,6936,2024-12-18
1363,5560,2024-12-17
1364,197,2025-06-20
1365,6567,2025-06-24
1366,7807,2025-03-26
1367,3277,2025-01-16
1368,2380,2024-11-14
1369,2597,2024-09-19
1370,3058,2025-06-18
1371,3938,2025-07-31
1372,6644,2025-04-12
1373,5509,2025-02-12
1374,9182,2025-05-15
1375,3765,2025-04-13
1376,6121,2025-03-31
1377,4326,2025-06-28
1378,487,2024-12-22
1379,8871,2025-03-13
1380,1863,2024-09-25
1381,7707,2025-08-20
1382,3561,2025-06-28
1383,8237,2024-12-03
1384,6121,2025-02-22
1385,2498,2024-11-23
1386,3049,2025-05-15
1387,596,2025-01-24
1388,8474,2025-06-08
1389,2499,2024-11-10
1390,7164,2025-08-03
1391,6414,2025-03-26
1392,1914,2024-09-24
1393,7307,2025-08-07
1394,3359,2025-09-12
1395,1872,2025-03-11
1396,3997,2025-05-04
1397,9987,2025-03-23
1398,5549,2025-09-04
1399,5923,2024-09-25
1400,2047,2025-05-04
1401,1432,2025-03-10
1402,4414,2025-06-24
1403,4605,2024-11-10
1404,5369,2025-05-31
1405,5921,2024-11-26
1406,1352,2025-06-25
1407,8516,2025-07-13
1408,5419,2025-03-07
1409,3342,2025-01-26
1410,2160,2024-09-24
1411,7892,2024-11-13
1412,6547,2025-08-28
1413,4727,2025-08-22
1414,6704,2025-03-12
1415,345,2025-08-01
1416,7045,2025-05-27
1417,2989,2024-11-30
1418,1808,2024-12-11
1419,4276,2024-12-06
1420,6435,2025-01-07
1421,957,2024-10-21
1422,565,2025-06-17
1423,9450,2025-02-24
1424,8221,2025-02-03
1425,9952,2024-12-24
1426,1275,2025-07-02
1427,9990,2025-03-11
1428,1103,2025-01-28
1429,918,2025-03-18
1430,4109,2025-03-04
1431,9435,2025-06-26
1432,8312,2025-01-26
1433,3208,2025-08-19
1434,7683,2025-03-18
1435,2810,2025-03-31
1436,5723,2025-01-26
1437,2632,2025-01-07
1438,7065,2025-05-01
1439,4153,2025-05-24
1440,8113,2024-11-26
1441,2548,2025-05-03
1442,1615,2024-12-16
1443,1995,2025-06-28
1444,8781,2024-10-23
1445,3118,2025-06-06
1446,807,2025-01-16
1447,8034,2025-03-31
1448,4401,2024-11-22
1449,9206,2025-08-30
1450,7526,2024-12-08
1451,65,2025-07-20
1452,5913,2024-11-28
1453,4201,2025-01-25
1454,7878,2024-10-19
1455,6774,2024-12-14
1456,1107,2025-04-19
1457,8007,2024-10-31
1458,1902,2025-05-26
1459,1599,2025-05-19
1460,5875,2025-08-26
1461,2828,2024-12-31
1462,7700,2025-01-29
1463,4619,2024-10-31
1464,3416,2025-07-06
1465,9837,2025-03-07
1466,2523,2025-04-19
1467,5843,2025-08-19
1468,7197,2024-12-07
1469,6628,2025-07-11
1470,458,2025-09-01
1471,9587,2025-02-20
1472,8834,2025-01-23
1473,8023,2024-12-01
1474,4965,2025-03-08
1475,3063,2024-09-18
1476,5865,2025-06-13
1477,9434,2024-12-24
1478,6530,2024-10-14
1479,2775,2024-11-09
1480,8572,2025-08-18
1481,6895,2025-05-25
1482,7677,2025-06-10
1483,8551,2025-02-12
1484,9577,2025-04-02
1485,969,2025-07-22
1486,5142,2025-01-31
1487,2782,2025-07-01
1488,7142,2025-01-28
1489,9554,2025-05-25
1490,2015,2025-01-11
1491,6816,2025-01-19
1492,8261,2024-12-09
1493,4541,2024-12-06
1494,3909,2025-06-07
1495,3153,2024-09-20
1496,7422,2025-01-02
1497,5310,2024-10-17
1498,2322,2024-11-13
1499,3459,2025-09-10
1500,278,2025-09-07
1501,4821,2025-03-16
1502,8250,2025-05-04
1503,4534,2025-02-02
1504,7863,2025-01-15
1505,5594,2024-10-30
1506,8665,2024-09-21
1507,1654,2024-12-13
1508,7237,2025-07-09
1509,3832,2024-10-23
1510,2388,2025-04-29
1511,8541,2025-05-12
1512,4409,2024-10-27
1513,473,2025-05-17
1514,3472,2025-04-14
1515,9482,2025-06-01
1516,892,2025-06-17
1517,5519,2025-01-05
1518,3687,2025-08-22
1519,7499,2024-10-22
1520,9347,2025-03-26
1521,8241,2025-07-11
1522,5220,2025-05-17
1523,8506,2025-04-05
1524,6997,2025-02-07
1525,4604,2025-04-05
1526,5005,2024-09-29
1527,3031,2024-09-28
1528,4788,2024-09-16
1529,4307,2025-04-02
1530,7620,2025-01-02
1531,149,2024-11-17
1532,4300,2025-04-23
1533,9242,2024-09-19
1534,4046,2025-09-14
1535,7789,2025-09-03
1536,8747,2024-11-19
1537,8647,2025-03-15
1538,8954,2025-06-16
1539,68,2025-05-08
1540,9349,2024-11-24
1541,1396,2025-06-10
1542,8426,2025-04-06
1543,2213,2024-09-15
1544,9736,2025-04-30
1545,9306,2025-09-09
1546,8450,2024-11-10
1547,9549,2025-04-22
1548,9849,2025-05-18
1549,1888,2024-11-29
1550,1203,2024-11-10
1551,2833,2025-08-05
1552,7641,2025-08-22
1553,3527,2025-09-13
1554,94,2024-11-14
1555,8312,2025-05-26
1556,1337,2025-08-03
1557,8075,2025-06-06
1558,501,2024-11-11
1559,2164,2024-11-20
1560,926,2025-08-15
1561,690,2025-02-02
1562,963,2025-03-24
1563,670,2025-02-28
1564,9158,2025-03-09
1565,8044,2025-08-25
1566,7743,2025-05-05
1567,3523,2024-12-18
1568,9640,2025-08-01
1569,4313,2025-05-13
1570,575,2024-11-06
1571,3561,2024-12-21
1572,3784,2024-12-07
1573,3946,2024-12-26
1574,995,2024-12-10
1575,8461,2025-05-13
1576,923,2025-04-22
1577,1486,2024-12-09
1578,8242,2025-01-10
1579,6741,2024-09-26
1580,1539,2025-06-26
1581,9456,2025-03-28
1582,5146,2025-04-24
1583,3619,2025-05-18
1584,6781,2025-07-14
1585,1907,2024-11-20
1586,8940,2024-09-25
1587,2435,2024-11-21
1588,4275,2024-11-12
1589,2024,2025-03-31
1590,7205,2025-06-12
1591,9590,2025-01-03
1592,2106,2025-07-18
1593,5310,2025-08-06
1594,3816,2025-04-07
1595,7116,2025-08-18
1596,5168,2025-05-16
1597,8469,2025-09-10
1598,7136,2025-03-24
1599,8699,2025-01-02
1600,9312,2024-12-28
1601,535,2024-12-04
1602,6340,2024-11-11
1603,3620,2025-08-09
1604,1394,2025-08-20
1605,4908,2024-10-15
1606,944,2025-07-02
1607,6915,2025-04-15
1608,7576,2024-11-21
1609,966,2025-03-31
1610,6145,2025-07-07
1611,1636,2024-10-18
1612,7213,2025-08-25
1613,1826,2025-08-02
1614,544,2025-04-08
1615,308,2025-06-17
1616,7308,2025-01-22
1617,6195,2024-10-12
1618,8259,2024-11-02
1619,5973,2025-06-15
1620,1294,2025-05-28
1621,2116,2025-07-08
1622,8091,2025-08-22
1623,6379,2025-06-02
1624,4574,2025-06-21
1625,9137,2025-05-01
1626,6054,2025-02-10
1627,8779,2025-02-19
1628,5515,2024-12-13
1629,2107,2024-09-30
1630,1542,2025-03-18
1631,2198,2025-08-21
1632,8347,2025-08-28
1633,855,2025-06-30
1634,6339,2025-01-15
1635,325,2025-05-16
1636,5534,2025-02-08
1637,7144,2025-09-11
1638,5859,2025-07-11
1639,3406,2025-06-24
1640,1940,2025-03-16
1641,1764,2025-09-15
1642,4738,2025-02-05
1643,6185,2025-07-31
1644,5905,2025-06-27
1645,3088,2025-05-12
1646,720,2024-12-27
1647,6922,2025-05-19
1648,4978,2024-10-01
1649,2793,2025-01-22
1650,2624,2025-09-02
1651,4358,2024-09-18
1652,3758,2024-10-10
1653,5429,2024-10-12
1654,1095,2025-07-11
1655,765,2025-02-20
1656,7606,2024-12-23
1657,3578,2025-08-26
1658,8025,2025-05-19
1659,3173,2024-11-12
1660,4825,2024-10-30
1661,4238,2025-03-07
1662,4768,2024-10-17
1663,657,2024-09-29
1664,3881,2025-04-03
1665,66,2024-12-11
1666,2217,2025-06-24
1667,5600,2025-02-09
1668,4677,2025-04-27
1669,9409,2025-05-05
1670,3295,2024-11-02
1671,7481,2024-12-07
1672,6184,2025-02-25
1673,4790,2024-09-29
1674,5683,2025-01-06
1675,7501,2024-11-25
1676,7111,2025-03-02
1677,7573,2025-07-11
1678,3651,2024-09-28
1679,9129,2025-07-14
1680,9152,2025-02-15
1681,1008,2025-03-04
1682,4350,2024-09-28
1683,4352,2025-01-06
1684,8195,2024-12-11
1685,6016,2025-06-15
1686,9936,2025-08-25
1687,6481,2025-02-06
1688,2763,2024-10-13
1689,1757,2024-10-04
1690,4143,2025-04-20
1691,5914,2025-02-02
1692,5063,2025-08-19
1693,1598,2025-03-03
1694,2307,2024-11-21
1695,3321,2024-10-05
1696,5641,2025-08-06
1697,6160,2025-05-24
1698,8617,2025-08-12
1699,4309,2024-12-21
1700,8809,2024-12-27
1701,2361,2025-03-26
1702,6736,2025-06-27
1703,2828,2025-02-22
1704,2854,2025-01-27
1705,210,2025-03-26
1706,2890,2024-10-31
1707,9817,2025-06-03
1708,6128,2025-04-05
1709,4618,2025-03-30
1710,9406,2024-10-19
1711,6244,2025-06-17
1712,3973,2024-09-22
1713,3924,2025-01-16
1714,23,2024-11-30
1715,4356,2024-10-08
1716,8092,2025-05-24
1717,8439,2025-08-31
1718,9557,2024-11-08
1719,1524,2025-06-15
1720,7206,2025-07-29
1721,8845,2025-03-08
1722,4281,2024-11-28
1723,1813,2025-06-18
1724,977,2024-09-26
1725,6182,2025-01-01
1726,5365,2024-11-12
1727,2551,2024-11-16
1728,9659,2025-02-24
1729,3353,2025-02-09
1730,1007,2024-11-01
1731,1355,2025-05-19
1732,6457,2025-04-01
1733,2832,2024-10-28
1734,5447,2025-03-22
1735,8121,2024-10-23
1736,1315,2025-08-17
1737,8620,2025-08-17
1738,9639,2025-06-18
1739,9822,2024-11-26
1740,9363,2025-08-05
1741,1958,2024-12-12
1742,4674,2025-05-13
1743,8095,2025-04-27
1744,9023,2025-04-28
1745,6156,2025-03-20
1746,1366,2024-12-25
1747,147,2025-03-15
1748,5133,2025-02-25
1749,4729,2025-03-23
1750,3642,2025-06-04
1751,4313,2024-10-13
1752,8227,2025-02-04
1753,3655,2025-01-04
1754,4583,2024-10-15
1755,3666,2025-05-30
1756,2913,2024-10-11
1757,5272,2025-01-12
1758,8484,2024-11-18
1759,3811,2025-01-08
1760,7230,2025-01-12
1761,4583,2025-08-19
1762,3766,2024-09-30
1763,4777,2024-10-12
1764,6565,2025-06-28
1765,8440,2024-09-22
1766,6335,2025-05-26
1767,7251,2024-09-17
1768,3232,2025-07-12
1769,9927,2025-07-04
1770,8999,2024-09-29
1771,8805,2024-10-24
1772,5106,2025-05-25
1773,4503,2025-01-03
1774,9563,2024-11-30
1775,6599,2025-06-04
1776,2008,2025-06-10
1777,7351,2025-07-24
1778,1930,2025-03-09
1779,6862,2025-07-04
1780,3270,2025-06-21
1781,7442,2025-03-28
1782,3028,2025-03-08
1783,9238,2025-05-27
1784,7741,2025-02-24
1785,3907,2025-08-12
1786,2179,2024-10-07
1787,308,2024-09-25
1788,7464,2025-04-20
1789,3285,2025-06-21
1790,2211,2025-01-13
1791,3507,2025-01-27
1792,276,2025-08-20
1793,9316,2025-05-11
1794,4924,2025-06-19
1795,3262,2025-04-26
1796,194,2025-06-30
1797,3791,2025-01-11
1798,7441,2025-03-19
1799,6881,2025-08-16
1800,5581,2025-07-24
1801,842,2024-12-07
1802,8121,2024-11-25
1803,8623,2024-11-12
1804,1453,2025-02-14
1805,2406,2024-11-20
1806,8178,2024-09-30
1807,1132,2025-04-01
1808,2230,2025-05-14
1809,8245,2025-06-19
1810,6284,2025-08-12
1811,5159,2024-10-21
1812,1873,2024-12-07
1813,8256,2025-03-08
1814,7025,2025-08-12
1815,6405,2025-08-03
1816,4697,2025-06-30
1817,256,2024-10-18
1818,5401,2025-04-02
1819,4207,2025-03-18
1820,7461,2024-11-10
1821,9858,2024-12-08
1822,2426,2025-01-15
1823,6631,2025-07-09
1824,1229,2025-02-25
1825,6085,2025-05-18
1826,7602,2025-02-02
1827,671,2024-10-20
1828,6390,2024-12-15
1829,9617,2025-06-02
1830,1586,2025-03-26
1831,9876,2024-12-17
1832,2741,2025-08-28
1833,4614,2025-06-28
1834,4926,2025-06-07
1835,1294,2024-11-06
1836,7712,2024-12-20
1837,8466,2025-07-06
1838,3824,2024-11-30
1839,2876,2025-04-12
1840,3984,2025-07-16
1841,4481,2025-02-14
1842,6738,2025-02-11
1843,9150,2024-10-28
1844,970,2025-06-05
1845,6843,2024-11-03
1846,4521,2025-06-10
1847,9000,2025-07-24
1848,2694,2024-12-11
1849,6608,2024-11-24
1850,3690,2025-08-15
1851,8272,2025-03-31
1852,9157,2024-09-30
1853,8054,2025-04-08
1854,6804,2025-08-28
1855,6515,2025-01-17
1856,8192,2025-04-11
1857,5061,2024-10-07
1858,3289,2025-02-19
1859,8143,2025-07-19
1860,6187,2025-04-29
1861,5985,2025-04-05
1862,1308,2025-07-05
1863,1259,2024-11-14
1864,8217,2025-07-28
1865,4604,2025-06-11
1866,6934,2025-08-28
1867,85,2025-07-27
1868,3923,2025-03-26
1869,3443,2025-07-28
1870,3660,2025-01-30
1871,2132,2025-08-22
1872,3330,2025-08-08
1873,6652,2024-09-27
1874,1412,2024-11-27
1875,1574,2024-11-30
1876,9800,2025-05-03
1877,8968,2024-09-19
1878,3504,2024-12-29
1879,8610,2025-09-01
1880,4263,2025-04-05
1881,4847,2025-08-08
1882,4043,2024-12-03
1883,1659,2025-02-15
1884,7092,2025-07-12
1885,4437,2025-05-21
1886,4611,2024-12-28
1887,4562,2025-09-07
1888,7945,2025-01-08
1889,5687,2025-08-01
1890,7559,2025-04-24
1891,1856,2024-10-31
1892,7116,2024-10-13
1893,1553,2025-05-23
1894,7948,2025-06-24
1895,3245,2024-10-21
1896,4407,2024-10-10
1897,4092,2025-05-29
1898,7828,2024-10-22
1899,3580,2024-12-14
1900,7283,2025-08-07
1901,3177,2025-08-17
1902,8377,2025-07-05
1903,7673,2025-02-10
1904,9951,2025-08-26
1905,4590,2024-11-18
1906,710,2025-01-09
1907,7074,2024-12-23
1908,2278,2025-07-15
1909,2188,2024-12-08
1910,3343,2024-10-26
1911,4904,2024-12-20
1912,722,2025-06-23
1913,9457,2025-02-14
1914,7042,2025-08-29
1915,388,2025-06-29
1916,412,2025-01-07
1917,3245,2025-05-19
1918,2432,2024-11-25
1919,8252,2024-09-28
1920,8294,2025-01-16
1921,8118,2024-12-05
1922,269,2025-07-11
1923,9145,2025-09-10
1924,1977,2025-06-07
1925,6530,2025-06-21
1926,8168,2025-01-27
1927,559,2025-04-16
1928,8959,2025-06-12
1929,3167,2025-09-15
1930,7446,2025-08-02
1931,8388,2025-02-06
1932,682,2024-10-05
1933,1323,2025-03-08
1934,6083,2025-03-04
1935,2111,2024-11-24
1936,8202,2024-12-08
1937,4892,2025-07-11
1938,7806,2025-07-18
1939,5449,2025-08-01
1940,7383,2025-01-27
1941,1996,2025-01-29
1942,2917,2025-08-13
1943,5163,2024-11-07
1944,1943,2024-10-25
1945,2166,2025-06-08
1946,3089,2024-10-09
1947,7244,2025-07-01
1948,9798,2025-01-18
1949,8633,2024-11-11
1950,7709,2025-01-22
1951,2326,2024-09-22
1952,7275,2025-07-16
1953,4919,2025-07-23
1954,2847,2025-04-18
1955,2376,2024-12-21
1956,2725,2025-05-12
1957,9130,2025-02-06
1958,8964,2024-10-17
1959,9653,2025-03-10
1960,8665,2025-05-09
1961,5048,2024-10-20
1962,2206,2025-01-19
1963,449,2025-08-13
1964,4731,2024-12-31
1965,4983,2025-05-20
1966,8108,2025-09-03
1967,6110,2025-05-26
1968,8452,2025-09-12
1969,6901,2025-04-15
1970,4134,2025-06-24
1971,459,2025-02-24
1972,3189,2025-02-09
1973,8560,2025-03-07
1974,8664,2025-04-14
1975,4806,2025-02-28
1976,2864,2024-09-21
1977,8561,2024-11-24
1978,2141,2025-01-12
1979,6365,2025-03-09
1980,3336,2024-09-30
1981,4315,2024-09-21
1982,1613,2025-03-19
1983,7185,2025-02-17
1984,123,2025-02-09
1985,3233,2024-10-04
1986,5154,2024-11-08
1987,6840,2025-02-24
1988,2190,2025-01-16
1989,6532,2025-05-22
1990,4880,2025-03-07
1991,8249,2024-09-17
1992,5554,2025-08-19
1993,3643,2025-02-12
1994,9442,2024-10-19
1995,6433,2025-06-19
1996,7871,2025-07-28
1997,7820,2025-09-06
1998,7732,2025-01-13
1999,6255,2025-07-05
2000,1638,2025-01-17
2001,915,2024-12-07
2002,9551,2024-09-20
2003,8998,2025-01-07
2004,4142,2024-11-06
2005,3317,2024-12-03
2006,5307,2024-11-02
2007,275,2025-09-02
2008,567,2024-10-29
2009,8835,2025-05-14
2010,8878,2024-12-22
2011,8448,2025-04-24
2012,4965,2025-03-08
2013,170,2025-06-14
2014,7129,2025-07-01
2015,9272,2024-09-27
2016,2410,2025-08-24
2017,7517,2024-10-08
2018,7081,2024-12-09
2019,4131,2024-11-20
2020,5410,2025-09-03
2021,1003,2025-02-02
2022,9999,2025-05-19
2023,2673,2025-06-06
2024,3313,2024-12-26
2025,9096,2025-07-20
2026,8774,2025-06-24
2027,1391,2024-09-17
2028,8211,2024-10-30
2029,983,2025-04-25
2030,8507,2024-12-17
2031,5808,2025-08-26
2032,1366,2025-05-19
2033,6161,2025-01-22
2034,4723,2025-01-17
2035,9730,2024-09-21
2036,2167,2025-08-20
2037,5619,2024-10-04
2038,7058,2025-05-07
2039,7836,2025-06-12
2040,7137,2024-11-13
2041,6083,2024-10-24
2042,9073,2025-03-09
2043,4757,2024-10-17
2044,6587,2025-06-23
2045,5673,2025-06-13
2046,3543,2024-09-26
2047,5637,2024-12-02
2048,3927,2025-08-14
2049,3619,2024-12-21
2050,1247,2025-01-14
2051,6600,2025-03-23
2052,6060,2025-03-17
2053,7602,2025-03-12
2054,6908,2025-01-11
2055,5530,2025-04-05
2056,6160,2025-03-06
2057,2968,2025-04-07
2058,9147,2025-05-12
2059,3816,2024-12-24
2060,2633,2025-08-25
2061,7503,2025-09-05
2062,6945,2025-05-06
2063,6696,2025-07-08
2064,9218,2024-12-18
2065,7414,2025-07-27
2066,85,2025-04-12
2067,5166,2025-08-20
2068,6209,2025-01-04
2069,5130,2025-01-14
2070,1139,2025-07-17
2071,4700,2025-05-11
2072,3219,2025-08-14
2073,5772,2024-11-28
2074,7673,2024-12-24
2075,367,2024-10-09
2076,4263,2025-07-14
2077,2245,2024-10-22
2078,7592,2025-04-22
2079,7984,2025-04-27
2080,8762,2025-01-16
2081,700,2025-05-31
2082,6553,2025-07-03
2083,1171,2025-09-15
2084,4835,2025-04-10
2085,8475,2024-09-16
2086,346,2025-05-03
2087,306,2024-10-24
2088,2479,2025-02-22
2089,2857,2024-11-07
2090,1763,2024-11-15
2091,7292,2024-12-19
2092,4474,2025-05-27
2093,8831,2025-07-18
2094,7732,2024-11-28
2095,1067,2025-08-08
2096,717,2025-03-30
2097,8275,2025-06-22
2098,4604,2024-09-30
2099,7842,2025-08-30
2100,8942,2025-02-15
2101,5241,2025-04-04
2102,4927,2025-04-09
2103,7893,2025-04-27
2104,7146,2025-04-21
2105,1484,2025-04-13
2106,1052,2025-08-01
2107,7576,2025-07-29
2108,5974,2025-01-05
2109,4227,2024-10-07
2110,6330,2024-12-05
2111,9495,2025-02-03
2112,7645,2025-01-03
2113,5863,2025-02-12
2114,3993,2025-08-21
2115,2945,2024-12-31
2116,4809,2025-06-27
2117,2496,2025-07-27
2118,4142,2025-08-01
2119,7666,2025-03-26
2120,8581,2025-04-10
2121,7486,2024-11-12
2122,5812,2025-08-03
2123,6505,2025-02-01
2124,2935,2024-12-12
2125,186,2024-10-06
2126,3387,2024-12-31
2127,5254,2024-12-19
2128,4448,2025-01-02
2129,1012,2025-04-22
2130,2539,2025-02-11
2131,1591,2024-11-13
2132,4463,2025-08-03
2133,3122,2025-06-21
2134,8687,2025-02-07
2135,8297,2025-03-20
2136,8737,2025-04-01
2137,5470,2025-04-27
2138,3358,2025-01-01
2139,2911,2025-09-06
2140,1092,2025-01-07
2141,7547,2025-08-23
2142,8060,2025-04-02
2143,2552,2024-11-07
2144,1493,2025-07-30
2145,9402,2024-10-15
2146,6601,2025-08-31
2147,4538,2024-12-18
2148,2625,2025-04-14
2149,1617,2025-08-03
2150,2385,2025-05-27
2151,9931,2025-04-23
2152,5982,2024-10-03
2153,8733,2025-03-13
2154,9050,2025-05-25
2155,7935,2024-12-17
2156,4839,2024-09-29
2157,691,2025-04-11
2158,4839,2024-11-17
2159,7560,2025-01-01
2160,8190,2025-03-12
2161,336,2025-08-27
2162,2446,2024-11-04
2163,1325,2025-01-28
2164,8399,2024-10-17
2165,6260,2025-06-30
2166,119,2025-03-21
2167,7509,2024-10-10
2168,8114,2025-03-03
2169,1536,2025-04-07
2170,9099,2025-07-04
2171,6595,2024-12-21
2172,2350,2024-10-06
2173,913,2025-01-27
2174,5887,2024-10-22
2175,51,2025-07-12
2176,3771,2024-09-27
2177,2898,2025-04-26
2178,7639,2025-05-10
2179,4051,2025-08-16
2180,4054,2024-09-30
2181,3809,2025-08-01
2182,7966,2025-03-08
2183,7858,2024-10-14
2184,5419,2024-12-23
2185,6524,2025-01-25
2186,1434,2025-05-04
2187,1741,2025-06-08
2188,6200,2025-01-04
2189,2356,2024-11-03
2190,9022,2025-06-22
2191,3999,2025-06-04
2192,7609,2025-08-13
2193,4362,2024-10-17
2194,1304,2025-04-24
2195,4790,2025-04-12
2196,2143,2024-10-10
2197,7154,2025-01-04
2198,1104,2024-11-08
2199,3124,2024-12-29
2200,9091,2025-05-08
2201,633,2025-04-06
2202,4494,2025-06-28
2203,3480,2024-12-10
2204,3199,2024-12-20
2205,5248,2025-01-19
2206,6593,2025-06-20
2207,5948,2024-12-07
2208,4235,2025-06-14
2209,2400,2025-09-04
2210,2191,2024-11-02
2211,2646,2025-02-12
2212,7919,2025-08-30
2213,8084,2024-12-21
2214,2289,2024-11-28
2215,9773,2025-04-07
2216,5744,2024-12-05
2217,6131,2025-07-04
2218,9979,2025-02-06
2219,6519,2025-01-27
2220,1278,2025-02-19
2221,7883,2024-10-07
2222,9255,2024-10-03
2223,687,2024-12-17
2224,8323,2025-04-15
2225,6562,2025-04-25
2226,6721,2025-03-04
2227,7219,2024-11-29
2228,1280,2025-01-02
2229,9653,2025-07-21
2230,3111,2024-11-24
2231,2325,2025-07-14
2232,265,2025-03-27
2233,4312,2025-06-11
2234,7244,2025-02-22
2235,4408,2024-11-20
2236,4842,2025-07-09
2237,1953,2025-04-03
2238,9761,2025-01-27
2239,3201,2025-02-12
2240,1108,2025-05-10
2241,7389,2024-11-27
2242,9628,2025-08-29
2243,402,2024-10-03
