product_sk,product_id,product_name,description,category_id,category_name,brand,price,price_start_date_key,price_end_date_key,price_is_active,stock_quantity,product_date_key,entry_date_key
1393,1393,OnePlus Simply Plus,Strategy purpose though stand guess approach personal.,1,Electronics,OnePlus,1756.0400390625,2025-09-24,,1,130,20241129,20250924
1394,1394,Nike Voice,Describe agency actually stop team deal water.,2,Fashion,Nike,207.61000061035156,2025-09-24,,1,165,20240713,20250924
1395,1395,Penguin Service Max,Leader hospital send TV lose others some project.,3,Books,Penguin,23.770000457763672,2025-09-24,,1,370,20250913,20250924
1396,1396,L'Oreal Energy,Pattern this system people tax.,4,Beauty,L'Oreal,41.220001220703125,2025-09-24,,1,426,20240416,20250924
1397,1397,Reebok Wonder,Field high nothing city.,5,Sports,Reebok,244.75999450683594,2025-09-24,,1,242,20231027,20250924
1398,1398,IKEA Hold,Position wife score health evidence president.,6,Furniture,IKEA,973.3599853515625,2025-09-24,,1,321,20240504,20250924
1399,1399,KitchenAid Speech,Together few enjoy us thought.,7,Home Appliances,KitchenAid,814.7100219726562,2025-09-24,,1,171,20250529,20250924
1400,1400,Mattel Who,Build PM weight society they usually.,8,Toys,Mattel,85.72000122070312,2025-09-24,,1,380,20240129,20250924
1401,1401,Nestle Address,Beat doctor thank often newspaper.,9,Groceries,Nestle,30.639999389648438,2025-09-24,,1,371,20240412,20250924
1402,1402,GSK Agency,Look rule check assume question air market store include win.,10,Health,GSK,162.16000366210938,2025-09-24,,1,106,20241206,20250924
1403,1403,Bridgestone Watch,Prevent where then report rest.,11,Automotive,Bridgestone,641.6300048828125,2025-09-24,,1,454,20240220,20250924
1404,1404,Staedtler Suffer Plus,Agency evening the dog language ability practice.,12,Stationery,Staedtler,23.15999984741211,2025-09-24,,1,15,20250725,20250924
1405,1405,Sony Order,Next reflect social resource score expert because happen star.,1,Electronics,Sony,1603.6300048828125,2025-09-24,,1,431,20241111,20250924
1406,1406,Adidas Common,Probably he necessary certainly same get community I.,2,Fashion,Adidas,161.92999267578125,2025-09-24,,1,304,20240913,20250924
1407,1407,Penguin Hand,Challenge pull threat put imagine which beat.,3,Books,Penguin,46.33000183105469,2025-09-24,,1,361,20240330,20250924
1408,1408,Maybelline Value,Four grow level send technology clearly.,4,Beauty,Maybelline,56.47999954223633,2025-09-24,,1,44,20231019,20250924
1409,1409,Asics Gun,Truth work certain game plan seat surface off with.,5,Sports,Asics,192.0800018310547,2025-09-24,,1,424,20250523,20250924
1410,1410,Wayfair Describe Max,Bank industry born may among billion about various.,6,Furniture,Wayfair,366.5299987792969,2025-09-24,,1,191,20250213,20250924
1411,1411,Philips Year,Science range skin major for student.,7,Home Appliances,Philips,1371.760009765625,2025-09-24,,1,227,20240701,20250924
1412,1412,Hasbro Official Lite,Mission standard despite go impact seem blood policy.,8,Toys,Hasbro,181.47000122070312,2025-09-24,,1,78,20240902,20250924
1413,1413,Nestle Clearly,Respond throw wide son manager trouble.,9,Groceries,Nestle,48.86000061035156,2025-09-24,,1,447,20250308,20250924
1414,1414,GSK Follow,Sense field decide point week course administration.,10,Health,GSK,100.22000122070312,2025-09-24,,1,393,20240502,20250924
1415,1415,Bosch Camera,Control simply author effect week instead.,11,Automotive,Bosch,751.0399780273438,2025-09-24,,1,346,20240619,20250924
1416,1416,Moleskine Recently Pro,Action our gas heart field people try play.,12,Stationery,Moleskine,37.290000915527344,2025-09-24,,1,365,20241219,20250924
1417,1417,Xiaomi Analysis Max,With matter goal eight list something send show institution.,1,Electronics,Xiaomi,2337.610107421875,2025-09-24,,1,351,20241215,20250924
1418,1418,Uniqlo Pressure,We range yes here while service beautiful edge.,2,Fashion,Uniqlo,139.97999572753906,2025-09-24,,1,455,20231126,20250924
1419,1419,Penguin Beautiful Max,Right resource two lawyer see drop worker.,3,Books,Penguin,6.239999771118164,2025-09-24,,1,388,20231012,20250924
1420,1420,Maybelline Future,Need region later party believe raise order.,4,Beauty,Maybelline,44.34000015258789,2025-09-24,,1,102,20250221,20250924
1421,1421,Under Armour Statement Max,Very know maybe leg recent.,5,Sports,Under Armour,388.6700134277344,2025-09-24,,1,343,20240713,20250924
1422,1422,IKEA Suddenly Plus,President any one recently make total fall clear face former.,6,Furniture,IKEA,561.7999877929688,2025-09-24,,1,7,20231210,20250924
1423,1423,Philips Right Max,Why baby lot eat hold season.,7,Home Appliances,Philips,833.0599975585938,2025-09-24,,1,138,20250204,20250924
1424,1424,LEGO Western,Significant analysis consumer future raise suffer.,8,Toys,LEGO,161.77999877929688,2025-09-24,,1,293,20240311,20250924
1425,1425,Nestle Sell Max,Space way break clearly car without painting age many.,9,Groceries,Nestle,61.709999084472656,2025-09-24,,1,173,20250524,20250924
1426,1426,GSK Say,After modern really play blood list everything newspaper institution.,10,Health,GSK,41.630001068115234,2025-09-24,,1,241,20231105,20250924
1427,1427,Bridgestone Begin Lite,There professor listen medical during until case.,11,Automotive,Bridgestone,52.5,2025-09-24,,1,218,20231004,20250924
1428,1428,Staedtler Color Lite,Now professor land you health.,12,Stationery,Staedtler,49.689998626708984,2025-09-24,,1,159,20240407,20250924
1429,1429,Sony Mean,Wife prevent old break always.,1,Electronics,Sony,1810.9599609375,2025-09-24,,1,343,20240220,20250924
1430,1430,Uniqlo Choice Lite,Card reduce action art small both program.,2,Fashion,Uniqlo,231.44000244140625,2025-09-24,,1,47,20241213,20250924
1431,1431,Macmillan Nice Max,Field specific floor during.,3,Books,Macmillan,42.650001525878906,2025-09-24,,1,363,20240923,20250924
1432,1432,Estée Lauder Suddenly,Country listen long between hold plant.,4,Beauty,Estée Lauder,189.64999389648438,2025-09-24,,1,73,20241109,20250924
1433,1433,Reebok Town,Certainly camera member technology attention.,5,Sports,Reebok,202.1199951171875,2025-09-24,,1,358,20241018,20250924
1434,1434,Ashley Baby,Clearly phone including personal visit still image sell amount fly.,6,Furniture,Ashley,1724.3699951171875,2025-09-24,,1,166,20240718,20250924
1435,1435,KitchenAid Ahead,Public us hospital paper term security.,7,Home Appliances,KitchenAid,116.73999786376953,2025-09-24,,1,57,20231223,20250924
1436,1436,Mattel Measure,We meeting image the play drop miss market avoid outside individual.,8,Toys,Mattel,169.9199981689453,2025-09-24,,1,144,20241125,20250924
1437,1437,Kellogg's Become,Significant always everyone exactly practice would.,9,Groceries,Kellogg's,13.609999656677246,2025-09-24,,1,52,20240607,20250924
1438,1438,Pfizer Floor,Painting try talk like maintain serious style operation nice radio.,10,Health,Pfizer,239.63999938964844,2025-09-24,,1,166,20241224,20250924
1439,1439,Bridgestone Recent,Case front reality window mouth pattern as pick various themselves.,11,Automotive,Bridgestone,636.02001953125,2025-09-24,,1,272,20241220,20250924
1440,1440,Staedtler Must,Fine town trade not give fill stay.,12,Stationery,Staedtler,33.65999984741211,2025-09-24,,1,317,20241022,20250924
1441,1441,Samsung Require,Everything our prove could party skin soon read.,1,Electronics,Samsung,2437.340087890625,2025-09-24,,1,196,20240210,20250924
1442,1442,Nike Right,Republican need daughter leg minute bring reveal factor.,2,Fashion,Nike,327.42999267578125,2025-09-24,,1,302,20240325,20250924
1443,1443,Macmillan Describe,So store consumer positive market early machine establish nothing Mr.,3,Books,Macmillan,28.940000534057617,2025-09-24,,1,403,20240107,20250924
1444,1444,Maybelline Environmental,Author buy heavy nearly hotel at speech effort manager various.,4,Beauty,Maybelline,49.52000045776367,2025-09-24,,1,339,20241116,20250924
1445,1445,Puma Past,Memory inside enter word physical majority blue.,5,Sports,Puma,358.8399963378906,2025-09-24,,1,428,20240820,20250924
1446,1446,Wayfair Impact Lite,Budget Congress guess soon approach suggest everyone nature.,6,Furniture,Wayfair,664.25,2025-09-24,,1,49,20240411,20250924
1447,1447,KitchenAid Care Lite,Understand rather daughter through note.,7,Home Appliances,KitchenAid,123.0199966430664,2025-09-24,,1,55,20230923,20250924
1448,1448,Hasbro Brother,With rest exist drive determine page seem until.,8,Toys,Hasbro,155.41000366210938,2025-09-24,,1,194,20240616,20250924
1449,1449,Kellogg's Though,Charge network first detail south stay data.,9,Groceries,Kellogg's,66.36000061035156,2025-09-24,,1,46,20250106,20250924
1450,1450,Johnson & Johnson Adult,Before science without especially main believe.,10,Health,Johnson & Johnson,266.5199890136719,2025-09-24,,1,462,20250703,20250924
1451,1451,Bridgestone Investment,Drug participant throughout truth evidence about provide.,11,Automotive,Bridgestone,608.0900268554688,2025-09-24,,1,338,20240819,20250924
1452,1452,Moleskine Particularly,Support land discussion suggest impact know character thousand sure seek.,12,Stationery,Moleskine,24.030000686645508,2025-09-24,,1,315,20231003,20250924
1453,1453,Xiaomi Number,Day pull job themselves garden again medical.,1,Electronics,Xiaomi,593.5900268554688,2025-09-24,,1,449,20240713,20250924
1454,1454,Zara This Max,Paper health region over recognize help small debate fire.,2,Fashion,Zara,368.2200012207031,2025-09-24,,1,479,20240726,20250924
1455,1455,Macmillan Eye,Resource together here there whether rather none.,3,Books,Macmillan,55.33000183105469,2025-09-24,,1,45,20250129,20250924
1456,1456,L'Oreal Save,Laugh son home generation herself.,4,Beauty,L'Oreal,103.55000305175781,2025-09-24,,1,433,20241001,20250924
1457,1457,Under Armour Least,Training become effort direction hand young long collection table.,5,Sports,Under Armour,40.58000183105469,2025-09-24,,1,461,20250128,20250924
1458,1458,Ashley Nation,Most cultural already high answer direction religious city past need.,6,Furniture,Ashley,21.670000076293945,2025-09-24,,1,286,20240328,20250924
1459,1459,Panasonic Base Max,Use laugh fall teach everything trouble director find minute discussion.,7,Home Appliances,Panasonic,1301.2099609375,2025-09-24,,1,120,20231126,20250924
1460,1460,Mattel Pressure,Of situation the term scientist.,8,Toys,Mattel,81.87999725341797,2025-09-24,,1,162,20240426,20250924
1461,1461,PepsiCo Official,Walk thus door space crime Republican attack big stage.,9,Groceries,PepsiCo,38.77000045776367,2025-09-24,,1,279,20240201,20250924
1462,1462,Johnson & Johnson None,Single network hard condition move cost.,10,Health,Johnson & Johnson,144.0399932861328,2025-09-24,,1,96,20250519,20250924
1463,1463,Bridgestone Across,Talk short message again mean arm career answer.,11,Automotive,Bridgestone,740.3400268554688,2025-09-24,,1,430,20240115,20250924
1464,1464,Staedtler Throughout Plus,Drop participant happen situation left lawyer.,12,Stationery,Staedtler,11.609999656677246,2025-09-24,,1,36,20250320,20250924
1465,1465,OnePlus Break Lite,Class paper amount work career expert more.,1,Electronics,OnePlus,1679.02001953125,2025-09-24,,1,499,20240930,20250924
1466,1466,Adidas Research Lite,Nearly risk threat level positive mind skill officer.,2,Fashion,Adidas,345.4599914550781,2025-09-24,,1,457,20250627,20250924
1467,1467,Macmillan So,Seem model imagine me matter source deal outside.,3,Books,Macmillan,29.989999771118164,2025-09-24,,1,217,20240627,20250924
1468,1468,Estée Lauder Thousand,Break tough him federal agency maintain seek.,4,Beauty,Estée Lauder,47.470001220703125,2025-09-24,,1,217,20240301,20250924
1469,1469,Puma Learn,Last opportunity serve cause soldier how.,5,Sports,Puma,424.92999267578125,2025-09-24,,1,121,20240104,20250924
1470,1470,Ashley Admit,Tough education human require he daughter candidate.,6,Furniture,Ashley,833.4600219726562,2025-09-24,,1,279,20231025,20250924
1471,1471,Panasonic Else Pro,Today two far apply let hit.,7,Home Appliances,Panasonic,860.8599853515625,2025-09-24,,1,360,20250204,20250924
1472,1472,Mattel Turn Lite,Back family start necessary American wonder suggest attack former.,8,Toys,Mattel,192.5399932861328,2025-09-24,,1,40,20240514,20250924
1473,1473,Nestle Win,Coach yeah certainly represent especially agency despite minute agency.,9,Groceries,Nestle,53.11000061035156,2025-09-24,,1,439,20240725,20250924
1474,1474,Pfizer Good,Least perform expect anything military but just maintain shake already single.,10,Health,Pfizer,26.239999771118164,2025-09-24,,1,455,20250403,20250924
1475,1475,Bridgestone Smile Lite,Media your check station form research rule play century several.,11,Automotive,Bridgestone,508.2200012207031,2025-09-24,,1,339,20240215,20250924
1476,1476,Faber-Castell Better Max,Himself hour among field well create notice individual stay charge natural.,12,Stationery,Faber-Castell,49.43000030517578,2025-09-24,,1,462,20240401,20250924
1477,1477,Sony Whom,A at teach enter lot at.,1,Electronics,Sony,125.87999725341797,2025-09-24,,1,232,20240913,20250924
1478,1478,Uniqlo Whole,Understand management bag least tonight pattern.,2,Fashion,Uniqlo,233.85000610351562,2025-09-24,,1,169,20240701,20250924
1479,1479,Macmillan Today,Western election next threat sport former professor money property.,3,Books,Macmillan,58.779998779296875,2025-09-24,,1,150,20250625,20250924
1480,1480,Maybelline Sense Max,Mind everything order to difficult against low foreign meeting material.,4,Beauty,Maybelline,146.2100067138672,2025-09-24,,1,288,20250331,20250924
1481,1481,Reebok Interview Lite,Weight feel tell blood challenge.,5,Sports,Reebok,293.2900085449219,2025-09-24,,1,293,20240307,20250924
1482,1482,IKEA Three,Thing eat toward unit recently media include.,6,Furniture,IKEA,597.6699829101562,2025-09-24,,1,377,20240722,20250924
1483,1483,Philips Kind Pro,Former ball class loss up at finish threat itself spring.,7,Home Appliances,Philips,207.6999969482422,2025-09-24,,1,39,20240113,20250924
1484,1484,Mattel Join Max,Within free have final main young until how degree.,8,Toys,Mattel,58.66999816894531,2025-09-24,,1,131,20240815,20250924
1485,1485,Nestle Time,Expert particular close city force heavy bar.,9,Groceries,Nestle,60.779998779296875,2025-09-24,,1,465,20231118,20250924
1486,1486,GSK Beautiful,Change investment to various.,10,Health,GSK,198.77000427246094,2025-09-24,,1,189,20250524,20250924
1487,1487,Bosch System Plus,Yeah able concern card worker happen.,11,Automotive,Bosch,393.0899963378906,2025-09-24,,1,409,20250301,20250924
1488,1488,Faber-Castell Why,Program beautiful close finally beyond you bank always.,12,Stationery,Faber-Castell,28.079999923706055,2025-09-24,,1,43,20230916,20250924
1489,1489,Samsung Term,Smile today station make environment fact.,1,Electronics,Samsung,2072.139892578125,2025-09-24,,1,428,20250627,20250924
1490,1490,H&M Never,Story expect assume paper employee.,2,Fashion,H&M,171.0500030517578,2025-09-24,,1,196,20250127,20250924
1491,1491,HarperCollins Stand,Benefit paper ready allow system professor reason special grow meeting.,3,Books,HarperCollins,44.93000030517578,2025-09-24,,1,85,20240501,20250924
1492,1492,Nivea Ready,Individual us some suggest program decision leave reflect.,4,Beauty,Nivea,168.83999633789062,2025-09-24,,1,27,20231014,20250924
1493,1493,Reebok Base,Onto brother blue large chance.,5,Sports,Reebok,66.83999633789062,2025-09-24,,1,85,20231112,20250924
1494,1494,Wayfair Fear,Reach often responsibility itself but popular wall need.,6,Furniture,Wayfair,616.7100219726562,2025-09-24,,1,382,20241215,20250924
1495,1495,Bosch Five,Time prevent hair hospital generation any.,7,Home Appliances,Bosch,1064.300048828125,2025-09-24,,1,242,20250630,20250924
1496,1496,Mattel Tonight Lite,Hope speech less whom situation television last.,8,Toys,Mattel,7.309999942779541,2025-09-24,,1,474,20250610,20250924
1497,1497,Kellogg's General,Probably when seem test contain than clearly economy behavior.,9,Groceries,Kellogg's,32.25,2025-09-24,,1,271,20250727,20250924
1498,1498,GSK Good,Among cell mention manager everyone dark.,10,Health,GSK,31.920000076293945,2025-09-24,,1,272,20240203,20250924
1499,1499,Bridgestone Key,Side place represent song health.,11,Automotive,Bridgestone,676.9500122070312,2025-09-24,,1,312,20230918,20250924
1500,1500,Faber-Castell Book,Sign wide cut challenge quite tax season event hospital.,12,Stationery,Faber-Castell,27.459999084472656,2025-09-24,,1,136,20241030,20250924
1501,1501,Apple Performance Lite,Unit cultural show rule always who opportunity face you lead expect.,1,Electronics,Apple,1206.6600341796875,2025-09-24,,1,345,20230929,20250924
1502,1502,Puma Involve Plus,Phone social listen there upon trial participant discuss firm opportunity.,2,Fashion,Puma,212.77999877929688,2025-09-24,,1,346,20240829,20250924
1503,1503,HarperCollins Evidence,Through system stage protect often house above.,3,Books,HarperCollins,5.579999923706055,2025-09-24,,1,4,20240312,20250924
1504,1504,L'Oreal Amount Pro,Weight last however involve when sort event.,4,Beauty,L'Oreal,106.4800033569336,2025-09-24,,1,350,20250609,20250924
1505,1505,Asics We,Vote administration than run short small shoulder professional market oil.,5,Sports,Asics,365.3699951171875,2025-09-24,,1,128,20241103,20250924
1506,1506,IKEA Recently Pro,Explain break dog writer night forget nation customer rate bag.,6,Furniture,IKEA,132.6300048828125,2025-09-24,,1,304,20250130,20250924
1507,1507,Bosch Else,Again candidate see election price public indeed town daughter.,7,Home Appliances,Bosch,964.3599853515625,2025-09-24,,1,362,20240121,20250924
1508,1508,LEGO High Plus,Share eye young reality police.,8,Toys,LEGO,78.30999755859375,2025-09-24,,1,391,20231114,20250924
1509,1509,PepsiCo Clearly,Table about dream single some want.,9,Groceries,PepsiCo,96.75,2025-09-24,,1,458,20240202,20250924
1510,1510,Johnson & Johnson Build,Front matter strong movement member loss pass size green.,10,Health,Johnson & Johnson,78.23999786376953,2025-09-24,,1,239,20231126,20250924
1511,1511,Bridgestone Head,Hold country war rise treat per.,11,Automotive,Bridgestone,514.6400146484375,2025-09-24,,1,472,20250524,20250924
1512,1512,Staedtler Space,Yeah class garden miss ready.,12,Stationery,Staedtler,55.689998626708984,2025-09-24,,1,341,20240213,20250924
1513,1513,Sony Measure Pro,Goal future home series billion mention speech defense couple point similar.,1,Electronics,Sony,765.489990234375,2025-09-24,,1,31,20250418,20250924
1514,1514,H&M Save,Wish seat strong value sit.,2,Fashion,H&M,398.4200134277344,2025-09-24,,1,132,20241121,20250924
1515,1515,O'Reilly Spend Pro,Hold politics current among laugh about green write value.,3,Books,O'Reilly,32.040000915527344,2025-09-24,,1,475,20250131,20250924
1516,1516,Nivea Ground,See account firm less care benefit minute she or.,4,Beauty,Nivea,38.150001525878906,2025-09-24,,1,251,20240917,20250924
1517,1517,Puma Miss Lite,You rise future person allow structure first fine state fall.,5,Sports,Puma,117.01000213623047,2025-09-24,,1,329,20250713,20250924
1518,1518,IKEA Both,Voice professor your receive staff.,6,Furniture,IKEA,1436.489990234375,2025-09-24,,1,52,20240112,20250924
1519,1519,Philips Fast Max,Sure wonder window hair marriage school imagine ago.,7,Home Appliances,Philips,1170.31005859375,2025-09-24,,1,9,20240424,20250924
1520,1520,Mattel Generation Pro,Republican thank use owner surface guy.,8,Toys,Mattel,186.91000366210938,2025-09-24,,1,340,20231128,20250924
1521,1521,Kellogg's Everything Max,Five buy office old bad any find set.,9,Groceries,Kellogg's,90.55999755859375,2025-09-24,,1,294,20250424,20250924
1522,1522,Johnson & Johnson Number,Speech near officer real father.,10,Health,Johnson & Johnson,282.1499938964844,2025-09-24,,1,251,20241118,20250924
1523,1523,Continental Really,Beyond idea us find there behavior four.,11,Automotive,Continental,676.7999877929688,2025-09-24,,1,399,20250413,20250924
1524,1524,Moleskine Area,Attention we open blood local light.,12,Stationery,Moleskine,1.2599999904632568,2025-09-24,,1,488,20240622,20250924
1525,1525,OnePlus Into,Blood city vote time easy free continue truth red billion.,1,Electronics,OnePlus,1256.9599609375,2025-09-24,,1,290,20250607,20250924
1526,1526,Uniqlo Adult,Despite remain college whatever tell meeting writer accept mission.,2,Fashion,Uniqlo,149.97999572753906,2025-09-24,,1,349,20240415,20250924
1527,1527,O'Reilly Part,Manage draw involve party home stay.,3,Books,O'Reilly,39.77000045776367,2025-09-24,,1,490,20240430,20250924
1528,1528,L'Oreal Guy,Identify opportunity treat explain eat task.,4,Beauty,L'Oreal,171.11000061035156,2025-09-24,,1,174,20231221,20250924
1529,1529,Puma Seat,Effort painting ability boy opportunity section reality office sport.,5,Sports,Puma,382.6199951171875,2025-09-24,,1,148,20241209,20250924
1530,1530,Ashley Call Pro,Car American your seat rule range card.,6,Furniture,Ashley,1935.6800537109375,2025-09-24,,1,338,20240303,20250924
1531,1531,Bosch Factor Lite,Off prepare response stop add.,7,Home Appliances,Bosch,1346.760009765625,2025-09-24,,1,322,20231208,20250924
1532,1532,Hasbro Growth,Language chair possible but hard with.,8,Toys,Hasbro,21.549999237060547,2025-09-24,,1,323,20240706,20250924
1533,1533,Kellogg's Receive,Quite kitchen cut play deal good thank teach production majority.,9,Groceries,Kellogg's,14.850000381469727,2025-09-24,,1,98,20240415,20250924
1534,1534,Johnson & Johnson Leave,Edge item city sit street.,10,Health,Johnson & Johnson,179.10000610351562,2025-09-24,,1,250,20250419,20250924
1535,1535,Continental Low Max,Eye including thing cell evidence international add size morning only.,11,Automotive,Continental,404.75,2025-09-24,,1,494,20240612,20250924
1536,1536,Staedtler Floor,Last read every local hospital civil determine.,12,Stationery,Staedtler,2.299999952316284,2025-09-24,,1,173,20250818,20250924
1537,1537,Apple Cell,Sit population his worry.,1,Electronics,Apple,1830.4300537109375,2025-09-24,,1,207,20241117,20250924
1538,1538,Nike Mr Lite,Body return miss ready even probably.,2,Fashion,Nike,376.6400146484375,2025-09-24,,1,445,20250528,20250924
1539,1539,HarperCollins Force,After note those drop executive special serious protect.,3,Books,HarperCollins,17.809999465942383,2025-09-24,,1,36,20241120,20250924
1540,1540,L'Oreal Total,Off under two physical within about when force ready network nothing.,4,Beauty,L'Oreal,99.30999755859375,2025-09-24,,1,9,20230917,20250924
1541,1541,Asics Medical,Cost run result interesting receive evening.,5,Sports,Asics,313.0,2025-09-24,,1,124,20240217,20250924
1542,1542,Ashley Production,Prove whether north ground here person three foot.,6,Furniture,Ashley,48.439998626708984,2025-09-24,,1,323,20250713,20250924
1543,1543,Philips Great,Likely drop four dinner whatever administration baby north.,7,Home Appliances,Philips,1234.68994140625,2025-09-24,,1,49,20231231,20250924
1544,1544,Mattel During,Term day include you authority race wish kid.,8,Toys,Mattel,167.88999938964844,2025-09-24,,1,32,20231230,20250924
1545,1545,Nestle Do Plus,Despite best either truth important yard.,9,Groceries,Nestle,7.25,2025-09-24,,1,103,20250127,20250924
1546,1546,Pfizer Per,Throw behavior type partner behavior economy our second voice.,10,Health,Pfizer,251.25999450683594,2025-09-24,,1,377,20240321,20250924
1547,1547,Bridgestone Another,Ready must price receive according success stage describe in.,11,Automotive,Bridgestone,105.43000030517578,2025-09-24,,1,350,20240529,20250924
1548,1548,Faber-Castell Black,Mean director offer a recent.,12,Stationery,Faber-Castell,26.40999984741211,2025-09-24,,1,493,20250910,20250924
1549,1549,Samsung Heavy,News clearly school wonder occur project court state doctor.,1,Electronics,Samsung,1523.4000244140625,2025-09-24,,1,171,20231021,20250924
1550,1550,Nike Significant Plus,Cultural decide car leave product difficult.,2,Fashion,Nike,305.44000244140625,2025-09-24,,1,86,20231229,20250924
1551,1551,O'Reilly Almost,Rise right happen series seven strong.,3,Books,O'Reilly,29.1299991607666,2025-09-24,,1,473,20240816,20250924
1552,1552,L'Oreal Class Lite,Street city her commercial along.,4,Beauty,L'Oreal,156.1999969482422,2025-09-24,,1,8,20240130,20250924
1553,1553,Asics Return Pro,Board share deep child board director spend entire minute.,5,Sports,Asics,97.91000366210938,2025-09-24,,1,45,20241120,20250924
1554,1554,Ashley Usually,Wear usually together true worker though church young mouth note.,6,Furniture,Ashley,1776.0899658203125,2025-09-24,,1,213,20240829,20250924
1555,1555,KitchenAid Large,Particularly some evidence employee degree safe.,7,Home Appliances,KitchenAid,325.1199951171875,2025-09-24,,1,327,20250507,20250924
1556,1556,Mattel Thing,Cultural far significant let.,8,Toys,Mattel,85.3499984741211,2025-09-24,,1,480,20231125,20250924
1557,1557,Nestle Two,Break reason too discover record wear both look training oil.,9,Groceries,Nestle,4.71999979019165,2025-09-24,,1,92,20250410,20250924
1558,1558,GSK Technology,Apply conference then sometimes drive anything.,10,Health,GSK,285.239990234375,2025-09-24,,1,321,20250713,20250924
1559,1559,Continental Policy,This drop need fund Mr employee forward carry condition into.,11,Automotive,Continental,13.609999656677246,2025-09-24,,1,120,20250707,20250924
1560,1560,Moleskine This Pro,Cause so recognize become challenge kind.,12,Stationery,Moleskine,49.88999938964844,2025-09-24,,1,441,20240808,20250924
1561,1561,Xiaomi Set,Bag set leave race yeah front almost activity agree professor.,1,Electronics,Xiaomi,1214.1199951171875,2025-09-24,,1,320,20231004,20250924
1562,1562,Puma Travel Pro,Base close score PM ball.,2,Fashion,Puma,85.55000305175781,2025-09-24,,1,407,20250303,20250924
1563,1563,HarperCollins Customer,Well better situation much he skin security painting rest.,3,Books,HarperCollins,58.27000045776367,2025-09-24,,1,242,20240616,20250924
1564,1564,Estée Lauder Form Pro,Public some mean face factor city nation challenge.,4,Beauty,Estée Lauder,13.640000343322754,2025-09-24,,1,186,20250215,20250924
1565,1565,Reebok Part Max,Live make travel baby compare shake may small fire light.,5,Sports,Reebok,173.8000030517578,2025-09-24,,1,412,20241013,20250924
1566,1566,Wayfair Learn Pro,Ago out able end early generation game guess middle.,6,Furniture,Wayfair,1851.22998046875,2025-09-24,,1,90,20241031,20250924
1567,1567,Bosch Citizen,Help but include something memory wrong hard any.,7,Home Appliances,Bosch,737.8900146484375,2025-09-24,,1,59,20240513,20250924
1568,1568,LEGO Term,Size heart among research person apply.,8,Toys,LEGO,145.6699981689453,2025-09-24,,1,303,20240224,20250924
1569,1569,PepsiCo Effect,Own pass least great your sign single well.,9,Groceries,PepsiCo,20.68000030517578,2025-09-24,,1,346,20250711,20250924
1570,1570,Pfizer Window Pro,Continue ask environmental another business hot strong buy new more.,10,Health,Pfizer,99.86000061035156,2025-09-24,,1,50,20230919,20250924
1571,1571,Bosch Every,Safe while popular natural list they eat create responsibility could positive.,11,Automotive,Bosch,697.2100219726562,2025-09-24,,1,192,20240722,20250924
1572,1572,Moleskine Executive Lite,Choice assume recent people far color number.,12,Stationery,Moleskine,5.289999961853027,2025-09-24,,1,223,20250217,20250924
1573,1573,Samsung Reflect Lite,Imagine citizen drug information response happy rise.,1,Electronics,Samsung,527.3499755859375,2025-09-24,,1,191,20241030,20250924
1574,1574,Adidas Lawyer,Bit whether edge left American hope.,2,Fashion,Adidas,85.72000122070312,2025-09-24,,1,183,20250118,20250924
1575,1575,O'Reilly In Plus,Great seek serious term amount idea.,3,Books,O'Reilly,6.769999980926514,2025-09-24,,1,291,20240311,20250924
1576,1576,L'Oreal Set Pro,Future raise family where treatment age be help.,4,Beauty,L'Oreal,170.77999877929688,2025-09-24,,1,234,20240731,20250924
1577,1577,Asics Structure Max,Tell message whether morning trouble against difficult.,5,Sports,Asics,117.7300033569336,2025-09-24,,1,151,20231209,20250924
1578,1578,Ashley Home Plus,New may condition word former win letter.,6,Furniture,Ashley,1164.6800537109375,2025-09-24,,1,283,20250623,20250924
1579,1579,Bosch Same Lite,Purpose future face police year.,7,Home Appliances,Bosch,1296.050048828125,2025-09-24,,1,110,20240429,20250924
1580,1580,Hasbro Edge,Trouble decade share great stock election.,8,Toys,Hasbro,95.23999786376953,2025-09-24,,1,7,20240517,20250924
1581,1581,PepsiCo Use,House develop center bill behind outside.,9,Groceries,PepsiCo,87.38999938964844,2025-09-24,,1,126,20241028,20250924
1582,1582,Pfizer Man,Name paper cup order piece cup.,10,Health,Pfizer,69.05000305175781,2025-09-24,,1,474,20240302,20250924
1583,1583,Bridgestone Center,Popular yourself always image alone baby base seek.,11,Automotive,Bridgestone,731.8699951171875,2025-09-24,,1,459,20250429,20250924
1584,1584,Moleskine Mouth,Serve force hope left may imagine need tell through.,12,Stationery,Moleskine,4.489999771118164,2025-09-24,,1,240,20230924,20250924
1585,1585,OnePlus Which,Decade ago specific only free increase.,1,Electronics,OnePlus,180.69000244140625,2025-09-24,,1,271,20241115,20250924
1586,1586,H&M Care,Model actually read free PM market role statement other whether.,2,Fashion,H&M,321.2300109863281,2025-09-24,,1,420,20250821,20250924
1587,1587,Penguin Just,Think quite hot particular.,3,Books,Penguin,18.229999542236328,2025-09-24,,1,285,20240610,20250924
1588,1588,L'Oreal Center,Baby page speak that police.,4,Beauty,L'Oreal,83.0999984741211,2025-09-24,,1,111,20241205,20250924
1589,1589,Under Armour Few,Much difficult however local study.,5,Sports,Under Armour,127.13999938964844,2025-09-24,,1,46,20241214,20250924
